artist|song|youtube_key|spotify_key
Angel Haze|Echelon (It's My Way)|GMw65FwtlOI|0kIyuqqTNRb1Dr5cu86YPp
Angel Olsen|Forgiven/Forgotten|PinTAGbIsV4|1adKPokC3Ujiu3oUzMFXdq
Anna Calvi|Eliza|20gmnV5Xkro|23KJuPhmBLZ42aHeWrYK02
Apes|Helluva Time|21B5WPAKpZ8|0lBfhYQSnVlm7q9At9xYro
Apes|Seven|EDQVa9DmJGw|0msJ2v8mvY40hCFkxfabAy
Arcade Fire|We Exist|L35rpdiHH_8|6DZNTBSc8taXU09cgaSmOV
Arcade Fire|Afterlife|r75BFcH4u2k|0QYIp7P4r35lTcrGyznTWO
Arcade Fire|It's Never Over (Oh Orpheus)|2BeyS5m23Eg|06GlpLlhD7cND9L6BWW3yV
Arcade Fire|Joan Of Arc|ERYbBwEUyj4|6UIhbJUCgG4epow1378fhk
Arcade Fire|Porno|FfIZPF5g-RE|6TiRpVsv61QLJF0zlA6Oon
Arcade Fire|Here Comes The Night Time|_fFAKrIntzY|1UvY74goobNpDDqAuQqfe3
Arcade Fire|Reflektor|7E0fVfectDo|0UjGKszZwvDrxl0WlAU7Wc
Arcade Fire|Normal Person|wEcu3-fxZSE|7kIunRqo3botlYCadX0IRM
Arcade Fire|You Already Know|_Pi572SlAT0|28osVcApColCXqkwism60w
Architecture In Helsinki|In The Future|vlRp5650xok|70mgg1jCSYhorGu04goKT5
Architecture In Helsinki|Dream A Little Crazy|up9eS71OwQ0|02F54DOfVDby4wGqp4W7c0
Arctic Monkeys|Why'd You Only Call Me When You're High?|6366dxFf-Os|2v8X6L6j0kbUPXDZwtXvXU
Arctic Monkeys|Do I Wanna Know?|bpOSxM0rNPM|3jfr0TF6DQcOLat8gGn7E2
Arctic Monkeys|No. 1 Party Anthem|VFXov8VaTiI|7ArHv3Ry2dWHFwQ8b5BoON
Arctic Monkeys|One For The Road|qN7gSMPQFss|3nCkURI30dSOA2ibF493nf
Arctic Monkeys|Arabella|JoKd98AslF4|2LdG9xtEzCho3jCr58M6cq
Arctic Monkeys|Snap Out Of It|RMuWjlDxpBM|30uJNlHIjfDeE4vr8g9fpf
Arctic Monkeys|I Want It All|SDTxuAEPfdY|6a6EnneRMZqlKW9NvOSUBk
Arctic Monkeys|Mad Sounds|J_-FwyoeV3E|3msQ1AerRdSbjrBk3F4W0q
Arctic Monkeys|Fireside|PG8yTUeptFU|4p8hEugsVDbekDgDH4QagU
Arctic Monkeys|R U Mine?|VQH8ZTgna3Q|2LlvrdnLa3XbB1b4jYuCnl
Armin Van Buuren|Waiting For The Night|qXFBXSPk6JI|0yZTdSYc4kwTJPM6x9uUFi
Ash Grunwald|Feel Good Inc. {Ft. Urthboy And Scott  Andy From The Living End {Like A Version}|gOklECilhNs|
Ash Grunwald|The Last Stand|5uCmoVmAWS4|2RHHybcPF2CP5G7jAgfOWU
Asking Alexandria|Poison|92gKGj-9aUI|4E3aVt7VDg4VOgoLyOJEjF
Asking Alexandria|Creature|R_Ki0eYr9Vg|4rv08JLhvJsesMdReJG123
Asking Alexandria|Don't Pray For Me|a6AqJzaBR6I|0xBkD4z7TDPocfyZ2aM5LC
Asking Alexandria|The Road|Ew9RW9yngWA|6VgEh8EaCAI57ndyq3dCrw
Asta|I Need Answers|kZnqOFcX--0|2tsdH9kw8eov5ULYnq4zYd
Asta|Holdin On {Like A Version}||
Aston Shuffle, The|Comfortable {Ft. Will Heard}|LqAF832WSi0|
Aston Shuffle, The|Tear It Down|cpY29JcWxEw|6rOMhzH5l39DvHPLyRY8oD
Atlas Genius|Centred On You|vf39NInxM_A|6M8Uiq9wextfsVF12jmJqa
Atoms For Peace|Ingenue|DpVfF4U75B8|
Atoms For Peace|Reverse Running|ayNljo-DQTs|
Atoms For Peace|Judge Jury And Executioner|r4tW3mhp9io|
Au Revoir Simone|Somebody Who|kwvvlTKi5cE|5llRaTg4CP4WDvR2tyl2cd
Austra|Painful Like|GQfbw6e2Yz4|2A1czf8jaMcRnmqr0vVD7W
Austra|Forgive Me|bjL0eYrdEeQ|4P2JfItEum9nyLjn21gb7B
Austra|Home|ODyWKkDBb4U|0kF6Z8BmynhBTAjcglNwRq
Autre Ne Veut|Play By Play|LFiupWwIZMY|59ZIrPBaCOmLrweJOGHZOD
Autre Ne Veut|Counting|_qhHUmL0U6k|6icFqhbP9RPN8r7kHcfY3o
Avalanches, The|Stalking To A Stranger {Planets Collide Remix}|O0yS0E8mDBg|3y1ifnPjuxxwXqhvkx0e2u
Avicii|Hey Brother|YxIiPLVR6NA|3zKST4nk4QJE77oLjUZ0Ng
Avicii|Wake Me Up|IcrbM1l_BoI|294vBlXfZYspeI29SXZaON
Avicii|You Make Me|Wb5VOQexMBU|1KRH1AhRdmYh0OTZa5QAqn
Avicii and Nicky Romero|I Could Be the One|bek1y2uiQGA|56hlREuqRBwEKtWJLhDGfu
Babe Rainbow, The|Love Forever|Iyx3u15i2KM|
Bad//Dreems|Hoping For|ljZZLetR2RE|7LKwjcSz2AhYtv5Ruu2EBX
Bad//Dreems|Caroline|mbaBiV_gR7Q|3SVQa5dsK7pLHC9pSe6sW3
Baio|Mira|feaFllGZ-H0|5VhLBTDpkf2iSW1LJH8j2F
Balance And Composure|Reflection|E5s1j0XfFjc|0uzZwLLqvP8VyyCVjlF50P
Bam Bam|Bags Packed {Ft. Allday}|5YWc3TLa3QA|
Bamboos, The|Helpless Blues||4JtcorMmkD58JhNxJUuqBc
Bamboos, The|Avenger|sVjgNC6QHyA|4dYPmWSOgbHwdP5MfGcOy6
Band Of Skulls|Asleep At The Wheel|sRm7OS258DU|2HuRuVYf7uUtbUI9FXl7iE
Baptism Of Uzi|Stray Current|2x9B0Yx_sw4|7muF00cnWNsUlbhYgpJXLc
Barbarossa|Turbine|4vGrZiij8yg|6XO0Irn7ugSSj1DxnHaOkS
Basics, The|So Hard For You|bnDf9zLiUII|45Cfcw0mxdET6lS1vBPszA
Bastille|Pompeii|F90Cw4l-8NY|7Fw5i56my24ZBnGS7hFX2n
Battleships|Take Your Rest|YmXLKbBuMio|4GfHWfWtprHpoMwaNxFk9t
Bear's Den|Writing On The Wall|5FUs2tOPxFY|23atoM0jPQHdCUXuYOmCnN
Ben Harper and Charlie Musselwhite|I ride at dawn|ThEymP4Asyc|
Ben Howard|Oates in the Water|DaH4W1rY9us|
Ben Pearce|What I Might Do|FcKzmy02Kpo|0kHGBjQbl2BLScC28AIDLz
Beni|Love On The Run|UZQhSGrzxbM|458Hwx6Kt0hR6vP0AK9L0N
Bennies, The|Highrider|ZthMlL5Or_Y|6vthMHXy3KlIEJT13qqzTR
Bernard Fanning|Battleships|RpuXbFEVnvw|0yXk0QOi5Vng48blUkTOjv
Best Coast|I Don't Know How|3-c8WOprJjE|52K8u0wrt7UlABRASKnxaY
Best Coast|Fear Of My Identity|UFg1adJDn7A|02GVkBzq5VfkCr3zyDjk4L
Bibio|You Won't Remember...|gfevRvYHPfg|7DZIXHoj13Dwe0ys58zcyP
Bibio|A Tout A L'Heure|XofNbkTkuP8|2zCvSFWHkMvZ1ut71MMtyi
Big Black Delta|Money Rain Down|IBHFZ6wNQzI|3qxeRx9USW4TwdP9zbDXuU
Big Black Delta|Side Of The Road|vz8yif7FWDU|5jUcHhQdqH1GCcUiRrQ5Av
Big Scary|Luck Now|K_EjSuYWzxA|2odApDf69hwLHpIVM7x1kG
Big Scary|Why Hip Hop Sucks in '13|fBM9QtE_-0A|6RBbqcBgYQ2S2o7JriXWUa
Big Scary|Invest|LXPZTmQJs8o|1eUgL4M7FY274UVIwojVJL
Big Scary|Hello, My Name Is|-vKuf9NzYnY|5UnuzYKeaZuJ4v5bqX9AXB
Big Scary|Belgian Blues|3pHuTBjZLnw|7ssvUWeShUiCYEn818x625
Big Scary|Twin Rivers|r_sCYIEasOM|1eUgL4M7FY274UVIwojVJL
Big Scary|Phil Collins|N9HIgE6_H0E|55cROe2GDRXxkFwOBPDIgs
Big Scary|Harmony Sometimes|FmJHB0-f6_U|3BRp9VZWlhrEJRMKu0e2UW
Big Sean|Control (Ft. Kendrick Lamar  Jay Electronica)|bkZZo0XSm5s|
Birds Of Tokyo|Swimming Pools (Drank) {Like A Version}|ZMvCkXgUUjY|
Birds Of Tokyo|The Others|A9OGH6KBIR0|7fAdfMkxINE5TogyaaDBCQ
Birds Of Tokyo|White Leaves|IaLiT6UdR0M|6xkf7DQHkioHSdpRQtyFcI
Birds Of Tokyo|Sirin|klTVAjSRbVU|3UqR9JreNUl8hVcNXkHK3z
Birds Of Tokyo|When The Night Falls Quiet|6oLOLbwvK6c|0nmMDU7tk2Mi2RE54Shbfb
Birds Of Tokyo|Hounds|g17OXmZaHYU|0t0aaazu4O385JzPi4DYXn
Birds Of Tokyo|Liquid Arms|tQD8GXV5MDM|27UwZlp1KFV9yGGHU9StqN
Birds Of Tokyo|Lanterns|mbJ3vacGOhw|5T7uKM64Yq3wG8wQyXQAtq
Black Angels, The|Don't Play With Guns|RoNB1NW2u0A|6wL2n8WgLwjGCXfb1pUJns
Black Lips|Cruising|nlleHEmgMJg|
Black Veil Brides|Unbroken|RiQbLGI0aFA|09awk7Dba5hNkELAnZJc0i
Black Veil Brides|In The End|f0EQlIzPowM|5jcUBmKzxC49xfovTdJinq
Black Veil Brides|Lost It All|_g7Y-c9fI0k|3zTT21di2SlqcBAJZskoZt
Black Veil Brides|Wretched and Divine|YIh1X1G2csA|7jzj1RZRXFeTvdbvGpqEqq
Bleeding Knees Club|Feel|yLdIV0HGsl0|0HMLOVyNKB3r3TN9Rs68Tl
Blink-182|When I Was Young|J-KPCHuxAV8|682MhZx1Ml0rwkFVlrzul7
Bliss N Eso|Home Is Where The Heart Is|4q2CBv9vatY|4LhPS5AT4PshfZ19g7zir6
Bliss N Eso|House Of Dreams|FdTW6nzWbTE|08fif8uUQnbuNmzk2sVWvZ
Bliss N Eso|Next Frontier|WHidfZLmojA|6RjHjlPanFxhKijbMDd5sL
Bliss N Eso|Act Your Age|UIK-Sdrzpqc|6nIWjBwBH0A84tXh8gcxQ1
Bliss N Eso|My Life {Ft. Ceekay Jones}|r34MG8b_Z3A|
Bliss N Eso|I Am Somebody {Ft. Nas}|3ODETi36PHo|
Bliss N Eso|Reservoir Dogs {Ft. 360, Pez, Seth Sentry  Drapht}|Lv-If1xZx80|
Bliss N Eso|Can't Get Rid Of This Feeling {Ft. Daniel Merriweather}|mKJD5NrDOsU|
Bliss n Eso|I Am Somebody (feat. Nas)|3ODETi36PHo|6UTPWiXVslPkkGMd1JggBY
Bloc Party|Ratchet|Q3EEaPj-5qs|6w8a64C9MU66UdSTnEaW6T
Blood Orange|Chamakay|DfZMvTHJLUs|5ym6WRBwi1hwr08jPcJQku
Blood Orange|You're Not Good Enough|NbZ3s8XWJlA|3UNPA9XgUNAStNazmC67yF
Bloods|Into My Arms|EWZ9gZQYOTk|6wp8DGbWchBpwrExPGSzyQ
Bloody Beetroots, The|All The Girls (Around The World) {Ft. Theophilus London}|xpZ8tjAxd8c|
Bloody Beetroots, The|Out Of Sight {Ft. Paul Mccartney  Youth}|yhIPGuGUPl4|
Bloody Beetroots, The|Please Baby {Ft. P-Thugg Of Chromeo}|ApWWkikEKZg|
Bloody Beetroots, The|Spank {Ft. Tai  Bart B More}|S9DMzUVw4C8|
Bluejuice|S.O.S.|2YnWgB0xf3I|7BV034QIGanuP16bSgLVAO
Boards Of Canada|Cold Earth|XdglpRwhoQE|7aXWNIZMxTzU76bdmajx9c
Bob Evans|Disparate Youth {Like A Version}|NaouOgkMzqg|
Bob Evans|Go|jmSjUM38lEw|0hrADbRfsIUqok25XsWIEg
Bohicas, The|Xxx|3l1joxKzJ-k|
Bombay Bicycle Club|Carry Me|OZCfqhRgJ0Q|30POO5orux5nFirKeloMXh
Bombino|Azamane Tiliade|Ss9Znucx4GM|50LgxH3t8vWy5xMFljdUbF
Bombino|Amidinine|_-cB62Mvakk|0JRBZ5RZGLhZKUoDIgaxQc
Bonjah|Blue Tone Black Heart|YIo81XF88x8|6TUf4ehgbu0nPhohtRbqsl
Bonjah|Royals {Like A Version}|fkj7W0VzRik|
Bonjah|Evolution|G2a7NG-9a2I|4pcEkqpj9yVOkcOORtsnwm
Bonobo|Cirrus|WF34N4gJAKE|2lJ4d8MCT6ZlDRHKJ1br14
Booka Shade|Love, Inc.|UWJbT9djaYA|5v2a4gGFiF3LLPuyi3kzY1
Boomgates|Widow Maker|_mjUpjsEMyw|5obgwjOTFREu8DBArzL4I0
Bored Nothing|Let Down|jp-_3pmToAY|4Eh1H0TUvj42NS47VO65f9
Bored Nothing|Just Another Maniac|RPIqnDDgBFQ|41NN1NVGrJHcnfFxLi1k6K
Bored Nothing|I Wish You Were Dead|-d3v1AsBKxA|6BHyMQ3gUVN4k4zZOqJJF9
Bored Nothing|Darcy||4mzQnzjGNdtsG9RJIfrSQs
Born Lion|D For Danger|M5sa2CnCdzo|4I75etAegJRKjBvWCQ3nU4
Born Ruffians|Rage Flows|IKV0exEZ-Ko|0ERlQExBwi5uxV6H3rceRF
Born Ruffians|Needle|0BlZVFqUoJ4|0qPd8a9ARRPsSlXtvFPnWw
Bosnian Rainbows|Torn Maps|9OKMxFa51ko|4ipNuVa9ipHCW4EmQXmqQF
Boy  Bear|Old Town Blues|tFhE5rPsQJ4|3x9sfZbMwCpqKXAIX4cYiC
Boy  Bear|Harlequin Dream|v4_8N828gAc|2lLmKqitOFjnVHVGOazDsa
Boy  Bear|Bridges|5dziXU_TfkM|6YBzOwd4jKZjFbEPYOuYl1
Boy  Bear|A Moment's Grace|uYzap7g_QyE|3TM3i2nMerIfP8aZyhhSOi
Boy  Bear|Real Estate|4xLy0nA7jfs|1IlxtBd9viDRtOwfzk4VL2
Boy  Bear|Southern Sun|M3q_SchLR0I|6GPNb6fStx7ulNbJfJqV2i
Boy  Bear|Arrow Flight|HTUP2cxUSCQ|0jvxbdmOWrEf4XI2BLnVZH
Boy  Bear|Three Headed Woman|J1G-SpNilKA|2PpocrSHtHZhPnuJPYikFQ
Boy And Bear|Southern Sun|M3q_SchLR0I|6GPNb6fStx7ulNbJfJqV2i
Brad Neely|Queeblo 001 - Whopper and a Forty|r7ANZ8Osnz4|
Brendan Maclean|Stupid|1hww3n1cqnM|0JXNaI6LobVGmm98XWUjVq
Breton|Got Well Soon|ReCdPcaDn4M|4E9aIOd0xy78rp9uxtywmA
Bring Me The Horizon|Go To Hell, For Heavens Sake|C7cczTyQ4iY|0Koh9yED8UuaXvg9p5lQdB
Bring Me The Horizon|Sleepwalking|lir3dzYIhz0|0gchQwxmBWj5no8NJ8b2yH
Bring Me The Horizon|The House Of Wolves|TN4GjxT1NDQ|7hntkdvG3jWdFKm7pGCCzd
Bring Me The Horizon|Empire (Let Them Sing)|sA5hj7wuJLQ|1DbdQp5dwuawBGmxSHw6Fr
Bring Me The Horizon|And The Snakes Start To Sing|wGybtBhVZXk|5gawwgpayyI5xRadHUAEvx
Bring Me The Horizon|Shadow Moses|-k9qDxyxS3s|68osIGtVjM7QWVe6pazLHj
Bring Me The Horizon|Can You Feel My Heart|QJJYpsA5tv8|0WSa1sucoNRcEeULlZVQXj
British India|Blinded|IWBP76BdyUI|3eJ6r8WDrS0NwxzGyu24Ci
British India|Your Woman {Like A Version}|MOUWYgpTgIY|
British India|Summer Forgive Me|HOQPV8g_tGc|0jiLzygDT5yXfFEBPFXTRk
British India|Plastic Souvenirs|loByuIXY8tw|33XYA0lVz4G4mgvQ8YCgpx
Broken Bells|Holding On For Life|uBlRcLfHVAk|5gPrOspTrxMNKKL44h40O2
Bronx, The|Youth Wasted|ESxWWvbzlzc|7mT7rJAIJc2j3dsnlN4H72
Broods|Bridges|Mkk_pCcrP24|
Buchanan|Human Spring|-fokIF1fhLs|5MWWh7UdLfaABxjNMbJUIF
Buchanan|Thinkin Bout You {Like A Version}|xLrDzFIhIgo|
Bus Vipers|Lonely Ghost|RVNZkOopKnM|
Busta Rhymes|Thank You {Ft. Q-Tip, Kanye West  Lil Wayne}|QhIrzbhEGvs|
Butterfly Effect|Eyes Down|akbGHl480Qc|6aPdeFmANeEqx3KVSXYlkJ
Cage The Elephant|Telescope|AcMJ5AVIlZA|0tkBOcK7oRVXQJY97zzSvr
Cage The Elephant|It's Just Forever {Ft. Alison Mosshart}|c8_4sH72DDs|
Cage The Elephant|Black Widow|d4iwU4q0iCs|3zQJdKcFjiHEz7Xqum4bom
Cage The Elephant|Halo|M9jZGFrQMqE|00CqEmnPLFKDhAb3cuu6Cs
Cage The Elephant|Take It Or Leave It|lltC19f7xr4|43O3Iu8mDJy10i6k8SVRXX
Cage The Elephant|Come A Little Closer|KVYup3Qwh8Q|7fK8e68OFiIgUpcWKzu1nM
Cage The Elephant|Spiderhead|z8DOKTX4EFY|5r5Lj2MkgwQJz6TaBdL865
Cairos, The|Obsession|6VqXriEc_4E|0eapNkIjhjVMjdMtZUUbll
Cakes Da Killa|High Tides|frtkLCImAWY|
Calling All Cars|Werewolves|FJTrofUsJHs|7rn0cy5glJogsJ0lxm3ebM
Calvin Harris feat. Ellie Goulding|I Need Your Love|AtKZKl7Bgu0|4bzScvMTaVbn1k87iwvR7F
Captain Murphy|Between Villains (Feat. Viktor Vaughn, Earl Sweatshirt and Thundercat)|U-aohC2B744|
Cash For Gold|Cheerleaders|dKBYyjX_NwU|
Cassian|On  On|2axe1afcp5g|
Cat Empire, The|Steal The Light|jluQyS4lFpY|0lt4M5mAqwfbav1KlPiFKr
Cat Empire, The|Brighter Than Gold|QM_rIaUm7ac|5IiEry6nN4rFY2ONBrHatv
Cate Le Bon|Are You With Me Now?|8-Vw49KM6JU|2KZTWLym9G7QlY3qi9YaHA
Caveman|In The City|_ynDMQkNAB0|1NbrMN6JkvM0nTL2O6xZC2
Chance The Rapper|Chain Smoker|bigsk2g7xO8|
Chance The Rapper|Juice|h8nIHZ-0kS4|
Chance Waters|Looking For Something {Ft. Patience Hodgson}|k3u_YRY-PSw|
Chance Waters|Bonnie {Ft. The Griswolds}|bRhBVDQ_YL0|
Chance the Rapper|Favourite Song|8mtA9GvpzwU|
Chapel Club|Good Together|KWEbWNIXJcU|6ZiBDA12bBTMEtcPvc6fyN
Chase  Status|Lost  Not Found {Ft. Louis M^Tters}|A-w1nmEQ7IM|
Chase  Status|Count On Me {Ft. Moko}|91V0Cqx9TzM|7B8pF9V9Oz7JjBrUH9QY8l
Chase  Status, Louis M^ttrs|Lost  Not Found|A-w1nmEQ7IM|2AFOWsoKQ83fdUhLATUSs2
Chela|Romanticise|GxthXRAyOhI|2BpUgxmfgf0eKfGLGN8k5L
Chemist, The|Silver  Gold|Ws-i6bOZcxg|5OZliIQpy3bIUw4kUFpgvI
Chet Faker|Melt {Ft. Kilo Kish}|k7LNBLDqngI|
Child Of Lov, The|Fly|KTJg78fDNjM|2le4YtxhVOPDKD510NFAwo
Childish Gambino|Sweatpants|gSKHTuR8abE|0BAtJVI4vUzyh7NlYAaP0e
Childish Gambino|3005|tG35R8F2j8k|7nF8XJZn7CvdSZrrnx921Z
Chris Malinchak|So Good To Me|oVcG9lpZV24|5FafMlHUT0LZB9qfhUQUeG
Christophe Maé|Tombé sous le charme|yRGiYUEFFww|2EifYrFVMyUrNCOz1esOVx
Chrome Sparks|Marijuana|5aeukmFc3sU|5K4ExI2qvE1Ule3u7LxUDT
Chvrches|The Mother We Share|_mTRvJ9fugM|21ZFkD8Rtxypf8MHu0cCTZ
Chvrches|Recover|JyqemIbjcfg|3gsgmUh7lq0Y0lM8DtVtPP
Chvrches|Lies|81RqEnvczV8|0wSl3lWKRV7P6XK07RpEIG
Chvrches|Gun|ktoaj1IpTbw|3ahiYZYGbf5jpnVVKovqWf
Chvrches|We Sink|8kf3NoIThxQ|0mmRtyLXk4oRLVA5y8uLAP
Chvrches|By The Throat|BDlQxtNx4Fg|7gDzpURxskUxhUMpVTR2I2
Circa Waves|Get Away|PnZ4tQXTxF8|5EEA331MR5HiFnO913oIox
Citizen|Sleep|WuSIGnVJ8Do|4ARFxlWIWb7ALHG4nfnnLA
Citizen Kay|Raise A Glass {Ft. Bkbb}|7nY6hNlnD5Q|
Citizen Kay|Yes!|qfMLYVi0uv0|0RNT6B1hEMWim5oQjvxyA1
City And Colour|Thirst|tMWoimU2wUQ|12cmg087CrsKsZUZgl71wW
City And Colour|The Lonely Life|zM1WjFYnHi0|0ULAviGkKeuNulXwGCrJ5z
City And Colour|Harder Than Stone|WKkmTviTnYQ|0Ux43ykiiw1qRHzXTEAve7
City And Colour|Of Space And Time|Fj0FFjtmtzM|2tHL7TLv7gnfWgZeiKo1jl
City And Colour|The Hurry And The Harm|Zsozo-qp77w&list=PLUBRgNn1qQ8Pk_d6uDGyGsvxcjvC7dEjt|7iysRyjaKu0dtF4mtJyuUb
City Calm Down|Sense Of Self|T1Pa95ewirQ|5IwqJuZLfrYMuaYxAGSDob
City Calm Down|Speak To No End|0ogGj1z_nao|4jlpt9byMLTQMCbO1Ktg4K
Clairy Browne  The Bangin' Rackettes|Good Problems|rEaeWLFff6c|5miynCqMVnY69QWemoDLDF
Clarence Clarity|Alive In The Septic Tank|Hi58qW3G1Jg|3Qwop2G65EEkMEWSCf7OJe
Classixx|Holding On|6v7p6_Hhlu8|0qXafI0qQrhfvc9GvpMkWz
Cloud Control|Moonrabbit|BnY2C_1Kci0|2cl8YXVX0fM1ek9MOPwYh0
Cloud Control|Happy Birthday|x3XjkzRN8DM|4sMUfp1U8P3x5ky1fLU6Kn
Cloud Control|Scar|EzLYf366bVg|3Ezi64ILYArNE6Xm0OOY2R
Cloud Control|Promises|oR9WioRaj7U|0nF2LyzT6bkd0tnPFZe44D
Cloud Control|The Smoke, The Feeling|s19jqr0L9aU|5PXfF7TIB9xgUzYtO1g3Zo
Cloud Control|Ice Age Heatwave||3qzMsEYrjayghXLrpKyVxd
Cloud Control|Island Living|aCAMYQfVotk|3sevRGNizXOs6zmjqi9mC6
Cloud Control|Dojo Rising|SGSij0-cljI|3eLVIMsLwpruS8ePFPMVIw
Clowns|You've Got The Curse||2AXttXmZT9FPQxWSQtNEWd
Clubfeet|Everything You Wanted|SPffFTWZWlI|1WGYPSF0s6iB1EjEZvQBgz
Cold War Kids|Lost That Easy|WMYgSf6xM5g|6IBGolYyj0q2NM1iARxEiS
Cold War Kids|Miracle Mile|1F6gAN6MOII|5quxrZTYgMATSD8ocr0den
Connan Mockasin|I'm The Man, That Will Find You|Teyy1A_AJso|4C9c580uQLtuiGb7tp5Ssy
Convaire|Talk In Technicolour|hlhg5zjWzyg|4asgsRVT84nOsHURfHz01l
Cosmo Jarvis|My Own Thing|gRKSi8l9YbM|7i1mtoiHl2tPbBVWQIqjKo
Cosmo's Midnight|The Dofflin (Wave racer remix)|aS0K8H7WqnU|
Cosmo's Midnight|The Dofflin|YMnCFSTu2mc|
Courtney Barnett|Avant Gardener|bcnIhzaDTd0|5398TGoqlahZ9HALM3sqKF
Courtney Barnett|Black Skinhead {Like A Version}|3KG27nG8WRw|
Courtney Barnett|History Eraser|k6_G5PlEXdk|6hxyRVYSJO2wfZYFxbxUSc
Creases, The|I Won't Wait|wbhTHXad0pY|4xgNW6fEqbaQJParLEtUKf
Crocodiles|Cockroach|h2qFOO3VM1M|7uSxewlsuevw3soyTiw5U9
Crooked Colours|Come Down|qj8wIi-mff0|5bGT16DbGr6w0UNzmb5zUn
Crystal Fighters|Wave|C8VK28eCuQ0|5uzGXLfSu8Mkx8tcbgdFWn
Crystal Fighters|You  I|mxk24nL7xQY|0aIp3uHIRSN3MM1gkVMUu9
Crystal Fighters|Separator|Zxdw7KTF-bM|0Y7sUEH0iyWC8tXVkVziZS
Cub Sport|Paradise|MxIvae3I_mQ|6gfdtFx3f4FsDNCoJPf2yn
Cub Sport|Pool!|5ULtpeqGNN8|7b9y0cK2BxT94AiWc92ATF
Cults|I Can Hardly Make You Mine|N1ARKA_sJg4|2MZpnGSXiJamWiwsXpBLHW
