artist|song|youtube_key|spotify_key
Cut Copy|Free Your Mind|xPRJVKtrCCk|0E9HW3Rya6uO7v42B6eOhQ
Cut Copy|In Memory Capsule|zkb3s8IfBEc|25NvxaUWGzfKLFkTyaN6cB
Cut Copy|Let Me Show You Love|t-JgJhLyw-w|5EkuBWzO8Ufj6LGDygqjuL
Cut Copy|Walking In The Sky|kLhlXZx2Wgg|6hZf6FoduKGZre4gVOIwPv
Cut Copy|Footsteps||6aReMW2Zq3PsHMmTzg9acX
Cut Copy|We Are Explorers|ruKoGEDxLPw|0nRvIMPZGtTF4H3b8C3m0o
Cut Copy|Free Your Mind - Single Version|99eH2iJHVEQ|1YkPIZuuwWUZO1nJiGcJ29
Cut Copy|Dark Corners  Mountaintops||
Cut Copy|Meet Me In A House Of Love|S8o4hjgZrVg|1WgnDkWEXhakXkzv7oaVWN
Cypher|Liar|o21TmrgKi6s|
D.D Dumbo|Tropical Oceans|qG4DLc9Kotg|61UdZKHFwxRVRysWO5EgdJ
D33J|Park (Tape Version)|frFFBOE4oxA|5NwogwlEkpUm59KXgnUU5n
DJ Koze|Nices Wölkchen feat. Apparat|kbaaSJgZWbg|3t7ubv3jEoV1twd5DJPwAJ
DJ Snake|Bird Machine [Ft. Alesia}|z4vFexZmoJE|
DZ Deathrays|Northern Lights|FhJ0grMCKYc|7prIqaxR9VVD88dO86tJg1
Daft Punk|Get Lucky|5NV6Rdv1a3I|2Foc5Q5nqNiosCNqttzHof
Daft Punk|Giorgio By Moroder|5m4ZkEqQrn0|0oks4FnzhNp5QPTZtoet7c
Daft Punk|The Game Of Love|MZ1vdnW0mtQ|3ctALmweZBapfBdFiIVpji
Daft Punk|Doin' It Right|RA5PRj7KPkE|36c4JohayB9qd64eidQMBi
Daft Punk|Instant Crush|a5uQMwRMHcs|2cGxRwrMyEAp8dEbuZaVv6
Daft Punk|Instant Crush (feat. Julian Casablancas)|a5uQMwRMHcs|
Daft Punk|Lose Yourself To Dance|NF-kLy44Hls|5CMjjywI0eZMixPeqNd75R
Daft Punk|Beyond|HvR9-LniaPM|0k1xMUwn9sb7bZiqdT9ygx
Daft Punk|Give Life Back To Music|SRJOk7z4mws|0dEIca2nhcxDUV8C5QkPYb
Daft Punk|Touch|XfH3erWacsQ|7oaEjLP2dTJLJsITbAxTOz
Daft Punk, Pharrell Williams|Lose Yourself to Dance|Q3Bp1QVVieM|5CMjjywI0eZMixPeqNd75R
Daft Punk, Pharrell Williams|Get Lucky|5NV6Rdv1a3I|2Foc5Q5nqNiosCNqttzHof
Dan Sultan|Under Your Skin|bpjhjKw-LMg|4a1O3ICSYpQDfuUST5zIMW
Danny Brown|Lonely|h8ZpCygkMa8|20nJ1KOaDNTu3WORG5ok7C
Danny Brown|Side B (Dope Song)|Yewc-aTlSWU|26dfLcCVJUdscPvmUmkuSI
Danny Brown|Clean Up|t3VIOXzI0os|2BVeVz6qyk0y3C0TYW8arv
Danny Brown|Gremlins|kr8L10jjsvU|1Nus43EtDWlKRkmkBmKbkn
Danny Brown|Kush Coma {Ft. A$AP Rocky  Zelooperz}|pcGGfojS58U|
Danny Brown|25 Bucks {Ft. Purity Ring}|KXfCpYIFsHY|
Danny Brown|Dubstep {Ft. Scrufizzer}|iBwtIULMJ5c|
Danny Brown|Dip|CZa2lY9CFyM|29Zj1r8cek15xe08vNUOLy
Danny Brown|Smokin  Drinkin|q0rYiIiJusQ|3xd80KxnM4MnDcaE8bcreg
Dappled Cities|Many Roads|F-rnfu6fNm0|
Darkside|Golden Arrow|d8NaWT0WvEE|4R3pB7jE4mN7fDpHRbuu02
Darkside|Paper Trails|tZVPHzsRp_o|6rqONVHOT73QecUdJ5HVHy
Darlia|Queen Of Hearts|8rDhyyJk6sk|04KV5HwO5fNtOhiUH0MmWk
Darwin Deez|You Can't Be My Girl|GinJuHGnPkw|2SxaTYgerJ4NAYm6dZxQ18
Daughter|Still|uUWrcFpmI5U|48BEYwb2HXiBXOJ7q02UoC
Daughter|Youth|VEpMj-tqixs|1JDMO4EVPHtm0xXhJb2IjR
Daughter|Human|MbCeyb9okac|5TTRvmYwjbeDPB1FzbUfk5
Davey Lane|You're The Cops, I'm The Crime|lycCsJJeqUo|7EUhCqnn5mStUAJoeauur4
David Bowie|Where Are We Now?|QWtsV50_-p4|6c8FKqalAk67uQ9nfSC0o8
David Bowie|The Next Day|7wL9NUZRZ4I|4oI9kesyxHUr8fqiLd6uO9
David Guetta, Glowinthedark|Ain't A Party (feat. Harrison) [Radio Edit]|mgAuZQzQFFk|2RLnTmeIdGPEGivjXAR6QT
Dead Letter Circus|Lodestar|ayXRXhXHEi0|1y6Zg4WxIGFz8NR9UdqJ2j
Dead Letter Circus|Say Your Prayers|1LkCrcomiJY|2jZRBkQrPL01mYjn8vChwa
Dead Letter Circus|The Cure|IblZG6Do918|0hbGgHOKe724WIxCio0uA8
Dead Letter Circus|Insider|u14F8-pgwSU|4aW8fGB5j2L37ASAY8StJX
Dead Letter Circus|Alone Awake|TpI6uJb0A4M|2fahMUnHd7fZP5xjcUwnAj
Dead Letter Circus|Stand Apart|bY5jdQ6fgYM|4tc0QFidClnQOEYT2qFuXs
Dead Letter Circus|Burning Man|Q4mw7-MqSW4|0guWSYiFlESHTJHAQ4ajTX
Dead Letter Circus|I Am|eM701mBmrAc|7m9vBp7X9Y1knRrQJ2540l
Deadmau5|Suckfest9001|nJmBygpJ7tI|0EQX7mja03ROIBNE5cmgbk
Deafheaven|Dream House|RWyVhIBmdGw|6l3A2EWZSOA8LTMmzRCyD3
Deafheaven|The Pecan Tree|N-Dyaoq_oSA|0whlO9oEAYISh4plID7lXa
Deap Vally|Lies|jBVUFKBN19k|7tKvXqCJAtNlwVXuj9hnac
Deep Sea Arcade|Bonnie  Clyde {Ft. Megan Washington}|X6smDeCk2ow|
Deerhunter|Back To The Middle|k9MsFaFrrps|77hmyDdKIn5JmAJmWp6264
Deerhunter|Monomania|7qIqC7jjHfw|3JGsaisoK7hmvvT9v6gcFY
Delphic|Memeo|abu4oTXdFC0|0gRd4V0i5SlY3ZquolZwvl
Delta Riggs, The|America|hUeqVkxpnu4|27wZN5UDBoAu5HjwBbWHpl
Delta Riggs, The|Rah Rah Radio|_caRtOAzWU4|01a98n4YuMq0N2ETvDYKyw
Delta Spirit|California|Va0ezWC2du4|4Y3gLYlV5rD3fhirhWKtei
Deptford Goth|Union|ZYBewB2uGDg|0tT51eMLFaeObuVmvL2lS3
Devendra Banhart|Never Seen Such Good Things|q8MqQWhKvpE|0gsH5Govmgwxa0rgaF9YbC
Diafrix|Rest Assured|gO-doZJf0vM|3qFcRd8StdwBzXHSCiCDZe
Dialectrix|Black  Gold|_FcpsKvPG30|7IEU8gSOa8YWJHyruBbyrw
Dialectrix|Take Flight {Ft. Momo}|WFHjt4bY6VY|
Dialectrix|Stop!|fr6hOk-o4Q0|4FM4eQZCAHoSQfMRo3fcD7
Dialectrix|Go|Pfyk0APyJqc|00LvaJdxBusJ0UPzOPc1Bu
Dick Diver|Lime Green Shirt|GKuNsU5E5cc|1pVBn4nkqVPRxdxpDIbstE
Dick Diver|Water Damage|BDaXVYjKJEU|4V9lpdPnfdrI1knP6B2LHz
Dick Diver|Calendar Days|q4ZXaj8P-UA|4Cere3WYiO4MkOoQEubhfs
Dillinger Escape Plan, The|One Of Us Is The Killer|d-FKM3eZTO8|6bSZPUVSKdGjSdeEEPzycS
Dillon Francis|Without You {Ft. Totally Enormous Extinct Dinosaurs}|Do1xw0hMdcs|
Diplo|Revolution {Ft. Faustix  Imanos And Kai}|G6dWxIR_HKY|
Dirty Projectors|Climax {Like A Version}|J-_K-IbJYvE|
Disclosure|When A Fire Starts To Burn|4nsKDJlpUbA|6eNQBntWe7hh6N0h62tRcg
Disclosure|Voices {Ft. Sasha Keable}|UjnCmiBWvH8|
Disclosure|You  Me {Ft. Eliza Doolittle}|W_vM8ePGuRM|43r1ZhMs7iIaHTWmp4ub4W
Disclosure|January {Ft. Jamie Woon}|SxD8HS5shIU|
Disclosure|You  Me {Flume Remix}|OUkkaqSNduU|25xmy1NPaAtbiaJaqktVKs
Disclosure|Grab Her!|xcBpx5n-6Wg|2wT61I0Zqfbdzrkr2dGd8r
Disclosure|White Noise {Ft. Alunageorge}|bkk2H3Ztrfk|
Disclosure|Latch (Feat. Sam Smith)|93ASUImTedo|5B6inDOvfmsYdxOlfc97b5
Disclosure|Help Me Lose My Mind {Ft. London Grammar}|TBW9VEE29W4|
Disclosure|Defeated No More {Ft. Ed Macfarlane}|1r5SYzkeTG4|
Disclosure|F For You|5TUIciKQzxI|30aVFx8u8eYjy0P6flmPYp
Disclosure, Eliza Doolittle|You  Me - Flume Remix|GT6J33_-LNw|25xmy1NPaAtbiaJaqktVKs
Disclosure, Sam Smith|Latch|pUK6HlzNWEg|2rii3qbrh96XDqMhs6cLlg
Divine Fits|Hungry Heart {Like A Version}|4XrLRQZI2AI|
Divine Fits|Chained To Love|ReuPQUxFnt8|3D6o82cynpYvwqyG8Qxxry
Dizzee Rascal|I Don't Need A Reason|AlzgDVLtU6g|0ySB4npyJmYn8QOI5hLY3D
Dizzee Rascal|H-Town {Ft. Bun B  Trae Tha Truth}|G_pnop5WqhI|
Dizzee Rascal|Bassline Junkie|D1gl46hh3sQ|1fHKLCCXLTryOiBShueKcu
Dog Blood|Middle Finger Pt. 2|LLwxgC4KXtU|70pYgh1kteFmvbf1vwpkOJ
Doldrums|Anomaly|OsbRSG7V5DE|2O7y0mFQMrBhqIiS1Dy3Bc
Drake|Too Much|BPwCd9vjO6E|6kIh5c8x8vzOe6OKW1X59U
Drake|Hold On, We're Going Home|GxgqpCdOKak|6jdOi5U5LBzQrc4c1VT983
Drake FT Jay Z|Pound Cake|PE4kaEBmKf0|
Drapht|Salute {Ft. Suffa}|nSQvHp_vypQ|
Drapht  Ta-ku|1990's {Ft. N'Fa Jones  Joyride}|RAAtTKga5G8|
Drenge|Bloodsports|8sqJIdcKsrs|3qwEbSkc20cZ57gEgbbuXS
Drenge|Backwaters|5AdfZ2rhZmc|41h1GfHv7Jp56idcp2UJHG
Drones, The|Laika|66seXrzECmA|52HPxYY67Ok1JZEEXlYSW9
Drones, The|I See Seaweed|dr69pouGIBA|2g8femcxm48LPzSljd4GIt
Drones, The|How To See Through Fog|PcrEJ3u7nW8|34cYDXmxTGmE1T6V3grx0Q
Drones, The|Why Write A Letter That You'll Never Send|LnBvpDi8g2k|7dwSVN4xOcvma1nyK7yCF4
Drones, The|The Grey Leader|fgPBb9qEFl0|1XPrIasPAZG7e9TBYYHSEb
Drones, The|They'll Kill You|SZ_lUs5zlHA|4dRQyuutZUUECGfvZfNBSE
Drones, The|Nine Eyes|dGEgvTXo8oI|35wIyavrgqiSpcJi2RJfrC
Drones, The|A Moat You Can Stand In|kw7nEtiAUN8|0sBkm3W2UTx3PG3LHp2oYi
Drunk Mums|Time To Come Back|J17zLlhovsE|0w4jKbDa4OOPQjXr5usavZ
Du Tonc|Surging Memories|wfd6eNx8Sxk|77v186i6ACj9BRfr7s0IPB
Duck Sauce|Radio Stereo|iJZlnyMdLfw|6j8iBgSgCIcisSTvo7YL1v
Ducktails|Honey Tiger Eyes|46_ZSlM6kp0|67KmHRMFDCnbhCfsyDnv3h
Ducktails|Letter Of Intent|uxqsMJy5HeI|6zGfhp3gNqllNAGF9973s0
Duke Dumont|Need U (100%) {Ft. A*M*E}|FnJIb4A-DuY|
Dum Dum Girls|Lost Boys And Girls Club|pOF_oo3EgnQ|3piFVgdH154q3y9IwJavQG
Dune Rats|Red Light, Green Light|IAkBYSbMYA8|7BzNhR3GIMisJ6DzmwdJvK
Dustin Tebbutt|Where I Find You|nXmYMjOyu5k|3k3pMmdnObJC9Pu9RlStlk
Dustin Tebbutt|The Breach|RCQV7FYlwlE|6nfX8FYyKQFDYMb4NSEUyV
Dutch Uncles|Fester|5BVZzkwDucQ|6b2KXmWoYspL3B3ySeBytX
Dylan Joel|Leveled|D2dTFt57tAo|2Pq2tdW5Li63m2GbCTbEyP
Eagle  The Worm|Angela's Lonely Heart|4Q2Nuw2QTfE|3JbsFwlhS9LvierDOUX39P
Earl Sweatshirt|Burgundy {Ft. Vince Staples}|8kgWgBr5-2E|
Earl Sweatshirt|Hive|0FcDXL5Aw0o|6JKoTnberZoBgUuxa6l4Kh
Earl Sweatshirt|Sunday {Ft. Frank Ocean}|BIQb8nv-urY|
Ed Tullett|Thaw|fi0y8_StUQg|1Yd6ajIfaZlcAzEKGDS5SS
Ed Tullett|Silver Dive|SAL_yyD7sqs|1kbC2bRNW26447ED11leah
Ed Tullett|Mezzanine||0twpSWdXZUaBf9nPUtHaYL
Edward Sharpe  The Magnetic Zeros|Better Days|0GSLAZg3n8I|0kOtSiyFsN6X9qvK7Yh66t
Edward Sharpe  The Magnetic Zeros|Home|DHEOF_rcND8|10ViidwjGLCfVtGPfdcszR
Eels|New Alphabet|cumTHJHoHIM|3iti3dcYNdKd99x2akWLCu
Eleanor Dunlop|Disguise|GJxwsMI29eU|
Elizabeth Rose|The Good Life|YldAQNY8Jdc|3TcCOJvILC9bUg8fqYQgch
Elizabeth Rose|The Rhythm Of The Night {Like A Version}|iPKyO35yp1c|
Ellie Goulding|Burn|CGyEd0aKWZE|6B8CAgQ38mWf7xTvFtC0BB
Emma Louise|Freedom|2G82nCznQEY|7urfrqC4eVZKtpog2pIsuS
Emma Louise|Tessellate {Like A Version}|f1sgpdOmN5E|
Emma Louise|Mirrors|H33KDQtr3A8|3rt9LhpWBOhsraLZKB2LBL
Emma Louise|Pontoon|hX4SvSx6Fb8|5B5iVVFOsw7tMJMFuE3If1
Emoh Instead|Why Can't You (Say So…)|yIkc5vF4P2M|2XtRsYO14vh9YV9DtcVWwX
Empire Of The Sun|Dna|iDN08Ia7CNI|4Xfzxodo4EqR4Otxo3cc2g
Empire Of The Sun|Concert Pitch|rg9nUrXm5Cg|01MhW3mxsCg2Jrz6HNOZUA
Empire Of The Sun|Awakening|sFDsHqC7HC0|3h7ETIv6aOQZnI8FqnlA9L
Empire Of The Sun|Surround Sound|dAE6sVWP71k|1X0qciQXfQAAP552nh253z
Empire Of The Sun|Alive|IPKAwJKGSDc|0UB1ORB5L02Yb4PtXgLDj1
Empire Of The Sun|I'll Be Around|Z6C5uGRRLiA|4DCCMtWcfWWlGg4EIK79Md
Empire Of The Sun|Celebrate|9lWhVii3D24|6wTY2kIvJDJHU3hWZeJSCD
Empire Of The Sun|Old Flavours|EIUCzmEQGEM|3bMaMEsH0TY9ATIv9SeDnA
Empire Of The Sun|Ice On The Dune|9sc8oorSl7A|3WISqO5EtteMYlfpmJhqHg
Eprom|Hurricane|pn_VmM5cNdQ|4hjJOOX5Bl9N8M4Ve1TZlS
Erol Alkan|Bang|a3d69gaow5s|0v33oP7hgx5wME70oPh10h
Etml|Bind Me|jhd4gifS7Po|3E4GnCMDQNRX6NpufCEyMi
Evan  The Brave|Stay This Way|f_ha4OfHAmg|00OaTKVabW6862Je6rkYng
Everything Everything|Duet|Mhy-ozPkiDE|48RB9UWejJxtNJcmNyyh4j
Everything Everything|Torso Of The Week|mIN1beK2GJM|0G3r1WTrhjXZD7cmEQiEyl
Everything Everything|Feet For Hands|p3CdA9LcGUU|4YVAnT6ZITl5DJ7hYnY0cg
Everything Everything|Choice Mountain|1HW_BY-G4yI|4mIucROkc8m8EZtHKmJkqE
Everything Everything|Armourland|DGDHsf9cyCg|68pA3y3FyEU5p35ccMrMTH
Everything Everything|Undrowned|Rc6-jjsUOu0|7fmqTdQpkU6axEeRzey8P4
Everything Everything|Kemosabe|TKKMfJ8cZoQ|1rg9i5UE2qefjows4qWlOl
Eves|Zen|OZfDUZ2yriw|3aDGNGZqTK7hluu4H65siA
Ex Cops|James|CifEi3lARJY|4GWXjNtkPt0iSJrrdwtuy1
Example|All The Wrong Places|j_2kVtUCj-E|50gQEYDO3Exp5gMJMnH71t
FAUL|Happy Endings|rc33KU-CEcI|5E6dbwD4F55zeAGSoG5sRG
FKA Twigs|Water Me|kFtMl-uipA8|74IE44SjAALulX7cWKX96Y
FKA twigs|Papi Pacify|OydK91JjFOw|5JpNSjRIGjXmeiE45CBc6g
Fall Out Boy|My Songs Know What You Did In The Dark (Light Em Up)|LkIWmsP3c_s|7s0lDK7y3XLmI7tcsRAbW0
Farewell Fighter|Grow|lhykhuB3VN8|2iBQYPjOUTr3L0u6dB7HAf
Fat Freddy's Drop|Clean The House|T2INd9Cjf1U|5bkPKZB1mhO1wKk9oVN2xP
Fatboy Slim  Riva Starr|Eat, Sleep, Rave, Repeat|wBoRkg5-Ieg|13gD7RyWE7ZOEoxfGAXm1B
Favored Nations|The Set Up|pP-YEZjZXl8|5XLjIFOigk5R4oc9UUuG8M
Feelings|Good Juju In My Medicine||
Fidlar|Blackout Stout|2Z1NDiEK3xw|7qiLU9DNR19sDRXlr6Ha4Q
Fidlar|White On White|LaDAl5q4llQ|5Z45PjqMeicBBefN0SScQh
Fidlar|Max Can't Surf|4Jip6Fc-QO4|6uC2CbXcLwhiVwO5A342kD
Fidlar|Cocaine|D2srovkhf0w|6kMy53OsS6En9rfAayYfZW
Fidlar|Gimmie Something|V2fg5nwqQds|5YAshV0rVcEnNnKVPaMfVT
Fidlar|Red Right Hand {Like A Version}|RJGcg0-Y9Io|
Fidlar|Stoked And Broke|eaacYYmDqZ0|33RcJCdbsgtVqUvKI82t0h
Fidlar|No Waves|BYbJmQj5VkE|5bdH3N24qAon3U5V86fT8T
Fidlar|Wait For The Man|hkn7ebvTWA0|4mmZmfs6jX1v1n4nnxZslk
Fidlar|Awkward|gEpNPV-dCIQ|5v8KQxY4B8Rzwp2Xom0aAe
Flamingo|Heart, My|VKFmFP0NBKY|1O5R1RMMs5IJ9vl0aZd4Fz
Flight Facilities|Stand Still {Ft. Micky Green}|GgJ-pSmC6Eg|
Flight Facilities|I Didn't Believe {Ft. Elizabeth Rose}|FdsvtnOoFAg|
Flower Drums|Birthday Girl|Y9uu6pDsdxg|
Flume|Intro (feat. Stalley)|28-pSaxXnvw|6xheLSuxjX4BdJ6gVpOTmB
Flume  Chet Faker|This Song Is Not About A Girl|dKAbjLO1bUw|1yfqaP4WaUzRzadbpzRQK6
Flume, Chet Faker|Drop the Game|6vopR3ys8Kw|4KtrE35pTuqwNc22QP58RT
Flux Pavilion|Steve French {Ft. Steve Aoki}|UEDF_IRT9NM|
Flux Pavilion|Do Or Die {Ft. Childish Gambino}|RRNqRuyFSXk|
Flux Pavilion|Double Edge {Ft. Sway  P Money}|p15p-xcycPo|
Foals|My Number|QRR_pvZcu-o|4c9WmjVlQMr0s1IjbYO52Z
Foals|Out Of The Woods|jniQfwJHKEM|6Qx21E2ZihaVbESe7ciyoz
Foals|Late Night|vP-HSoe7IAU|3VEmt3PtYnKsGrINV70AQq
Foals|Milk  Black Spiders|L325JJ9MFxQ|59mFG1vzIsqP1u4elawUgX
Foals|Bad Habit|khQG7t9pzmo|59FOaIlQng6Yae9UmO1PwN
Foals|Everytime|qmTXpmfPpF0|3AZqS6rCDsxsbkwORJw9Pj
Foals|Inhaler|qJ_PMvjmC6M|3tRqWoZuQtOfG54Vd6nNdq
Foals|Providence|S1tuiqd8qxc|4CbdkmEPMFUUhxFzLeZ3Ht
Foetus|Kamikaze|vdqBN38ZTqY|
Forces|Overland (In My Mind)|psM2VQiVnq0|7M6fQHv6kZedkPcwXvgcHr
Foxygen|No Destruction|87jIdvGPDj4|0v2vZVyUsYIe0bFRrQ9k13
Fractures|Cadence|Z9KbyzkXapI|3hfyGM0eCvhxyX19vFmPGm
Fractures|Twisted|d3EMzMQ1w58|6eHh5nqSppMrEBNoYHQpWW
Franz Ferdinand|Right Action|RqTsUtQLRFk|2LUDnlO2OY57M9DkX2OjHu
Franz Ferdinand|Love Illumination|Ooq23i-QGBM|7i9dVsjX7Jv7woyqPpMJLn
Franz Ferdinand|Was There Anything I Could Do {Like A Version}|DruuZM_0PPs|
Franz Ferdinand|Bullet|iMfjROpKCnw|2D2k3oCAJapU6Nss8AvKbi
Franz Ferdinand|Evil Eye|IIR5vBiC3ig|2F3dEXRcLx9nQT8qCnHj1j
Frightened Rabbit|The Woodpile|KY4j8Ow-CTs|1hV62dTqPSw3T09Dq7MlBF
Frightened Rabbit|The Only Place {Like A Version}|NPAEFINDhSE|
Fuck Buttons|The Red Wing|CVzdi22Bi0I|3vLo21kV2oBMqXd6W9KDRC
Fuck Buttons|Hidden Xs|47C9K9IEjMg|1N4pAg8jraeQkeYptZmDDD
Future Of The Left|Johnny Borrell Afterlife|TTIVhaMNNNQ|4bgVgImBV9MVMsucfhhM3e
Future Of The Left|French Lessons|Rt70zeX3xm4|4EiSxkG3XOl60XoW2lVToz
GOVS|Holy Infinity|fVGa8wqRKf8|7IFgHGYp184gdd36jQUnyi
Gang Of Youths|Evangelists|ypy8Zgu9nGE|1QoKyfx7OyKV2FoQ5BqetO
George Maple|Fixed|TGHDdBBWRh8|1aqFxqwmxS6A41OMr6gJdT
Georgi Kay|Ipswich|FOLlFCROMTA|1HsJSNTHWwKlOKg50WooR3
Georgia Fair|Gloria|B0-aaOuUqXY|7qe4wYFv4c6OlL7RGQNS1r
Georgia Potter|Reckless|WYI9KnMyN3s|
Gesaffelstein|Hate Or Glory|m7YSNbq2KcQ|7Jlqg70T1RhZICoFJmj1Bm
Gesaffelstein|Aleph|jnMgRcmgNfM|2jJIxT6WAIVWzDo3Ou53Q0
Gesaffelstein|Pursuit|oRSijEW_cDM|2jJIxT6WAIVWzDo3Ou53Q0
Gesaffelstein|Nameless|fXi_30K76pg|4Lj9KL6nIAHi2GlVjPCeia
Gesaffelstein|Obsession|3kkqnK6jaXU|7nyprGzLfhdp0zJfa0peji
Ghost|Year Zero|gkBt7yLXyDk|1MdC1WDXrEzrpQwxb5mEXC
Ghost|Secular Haze|vyQZ13jobIY|3sdLE2HRzpBOG76FPiHGHA
Ghost Loft|Seconds|WhmyWYmO3uA|2OteNxrcPHNKhtohrV2VXN
Ghostface Killah|The Rise Of The Ghostface Killah {Ft. Adrian Younge} |USd3ay54C3g|
Ghostpoet|Meltdown|ABkQ96dh0eQ|2UGbQm5Jr5eFMHjRDwVJxQ
Glass Animals|Psylla|zTi5KEwHTxg|0qswNPKw0jEgeboycRohL8
Glass Towers|Griffin|yRuyKYaADco|0lFEkGKWUKcbkrGWOa3PfT
Glass Towers|Foreign Time|qddnGSRMJko|5meH9blgFYiEO5JiIms0Dl
Glass Towers|Halcyon|UPwABTXAUsc|43elLg7cAMllq9nuPG8Y83
Glass Towers|Lust For Life||7HreHliFMkU3DAmJK37r33
Glass Towers|Young  Beautiful {Like A Version}|9SCE1lvOUqc|
Glass Towers|In This City||2AqHkINQ0vYlOvX6cxoSD6
Glass Towers|The Best Of Friends|Cum1-TPGxI8|1Ma7r3bhWEcUBLYMdwLpNf
Glass Towers|Gloom|0HBDWcXid0Y|0mASx8ylMRR1JBJ0lvmgKJ
Glasser|Shape|jJhAuEYk3ms|3s5V9BTQYwl5Szuh4GYRps
Godwolf|Alone|wGZz0sql99U|0B9oLEFGMeD6xQO8MCBd8l
Gold Fields|Happy Boy|j1XdQIzvKOI|478WkzoNuJDt6i20OKkmPS
Gold Fields|Ice|-pjAS0rCVLs|08SdFAusUGtHGSUzC2hAqT
Gold Fields|Thunder|Th2voNNwIxs|0COrpqNXz1Bw75ymm02FxH
Gold Fields|Meet My Friends|7txVU25Pzq4|7HNFt6qE6IDq0hMURwYcSU
Gold Fields|You're Still Gone|O0gyM8uFkPA|4KgASSTLASZmq2Al4AP6AB
Gold Fields|Closest I Could Get|WP-URViCqn4|6RGfySmBR7dcTO6cbnmDEp
Goldfrapp|Drew|wCzoTQqEoFg|55xvMJt1s5mKbhyfdqXRcZ
Goldfrapp|Annabel|-Vnk_j1iKMA|1uW5VwgUnj8mIhq7PryZCv
Goldroom|Embrace|JSZy8tzGOsw|6G1xBCUqxa18lRgyCPmpW4
Gooch Palms, The|Novo's|HklkqhPcGhU|2Dpit6YUPfk70GGsoCQavG
Gossling|Challenge|4F0M_VwtzjI|1gkoTFdODnfVt79Sl4S7cV
Gossling|That Feeling||5bpJwHhAkqoiaayRtUtpbA
Gossling|Never Expire|-U_u5SuOQbU|5I8voe3SHVfVHETwIkU9ou
Gossling|Big Love|gVEdMBYakh4|15K4VyCjg9UmhvyDaTLT6B
Gossling|Harvest Of Gold|rMJybp5se1o|15K4VyCjg9UmhvyDaTLT6B
Gossling|Accolade||0CDvmmKtzEGYvQwJyKhbEK
Gossling|Vanish||0ysN82fTI8hdtn3CK8cESI
Gossling  Oh Mercy|La Minute de silence|SrDT7WrVjcM|19aMaRqzIeplvNr0ndw7F0
Green Velvet|Bigger Than Prince|T8lShfBVN3U|4I0QahibIQMTPRN1AlHaSj
Grey Ghost|The Elixir|S8rIcl3u8EE|1BMo62P3jcXPurTavFWjEn
Griswolds, The|The Courtship Of Summer Preasley|cNVhEtCgj-c|0vaGk8lPqURDzc5mTayaiL
Grouplove|Schoolboy|QhHuNeC0EMg|4IMTJNa7y52GO9zBoz9RWL
Grouplove|What I Know|jH-oZolya8s|2F8pP3Cb7yCSFL8px7p9vs
Grouplove|Ways To Go|VGvHnDeS12o|57nNNkgk768QVXq3uHxu5e
Grouplove|I'm With You|XpaFBodtDJk|3ou5dqrGKx6XHeYWUiaaPM
Grouplove|Hippy Hill|QQLN5SA-WKI|4TQONEBSzFyTjjUCRAXTFj
Grouplove|Shark Attack|YXHrfIZe484|0i4ggi1qGPbr8OqaKBm5iY
Grouplove|Everyone's Gonna Get High|_V2qgr8WMKM|
Grouplove|Borderlines And Aliens|kgF9knPeReo|4eOffvj0h0Os9FKJTu2y4x
Grouplove|Didn't Have To Go|OP72cqk3BVQ|5HTGU2sxTJ8y2GCSEc9ItV
Grum|Everytime|uxKXuO6caMQ|2vtfIKAzTADvXylUJeu4nE
Guards|Silver Lining|gm7sxSXYrZk|3kcrcCdLyqclaFZKN9lJKf
Gung Ho|Strangers|sq9x2nGBEvQ|5W73SeJNMlkyWnIwzCuzXo
HAIM|Falling|AIjVpRAXK18|5wL742yBgvtbw1IibA3FMJ
Haerts|All The Days|LZ-XtBvPj0I|24SUJKXxYWyqXaS2zQkLju
Haim|Falling|AIjVpRAXK18|5wL742yBgvtbw1IibA3FMJ
Haim|If I Could Change Your Mind|Kwb-MJN_oqA|056mbYcqyQo86Rfr9XfyYm
Haim|Let Me Go|gtP0dQV0Rlg|26Ij4Z5uXledB0fRg7V9av
Haim|Strong Enough {Like A Version}|fkd47bcQHxM|
Haim|My Song 5|aF4FcTcWcDE|0jCGo9MLTR98iPUQCT0p5r
Haim|Honey  I|J4NrhoJ1Dvc|1KM2YtlA69C6WKbxA1vdsR
Haim|The Wire|1TffpkE2GU4|6golelYKuy85o3u0cxIxFK
Haim|Days Are Gone|IUshy3OSDCA|6golelYKuy85o3u0cxIxFK
Haim|Go Slow|orN6OvaY9eY|5mKbFgEbuYRJRvl7SlPpRf
Half Moon Run|Call Me In The Afternoon|c_yengUrkaU|7FDi4gAUrMXzafKxEhm9TB
Hanni El Khatib|Family|wx_ESYOAq9U|37N3RcAgabwQkt8bng51nG
Hayden Calnin|Coward|eeP8TnD3qBY|5ZifMKXXIYVBfUD4RHrDfa
Hayden James|Permission To Love|MfttyNSCI-g|0agehDrq7ZHos1Di3Gv4Co
Hellions|The Penultimate Year|IpdKLkfsz4M|7t0izZUJbaPlG2H8TBIPlk
Hello Satellites|Television Screens|QjsEbtTpPxc|
Hey Geronimo|Lazer Gun Show|HSBf_N6rVRY|2nr8ej6stkbOrU87ch6CVS
Hiatus Kaiyote|Nakamarra {Ft. Q-Tip}|qyO5_mtfTYg|
