artist|song|youtube_key|spotify_key|jjj_preview
Half Moon Run|Consider Yourself|fSByKT78_gI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5dba4c75d70742453c694e2d918c1d1d.mp3
Half Moon Run|Hands In The Garden|wuQx61YM9eQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a447dcd9504283367b7fc32c6b9bdf72.mp3
Halsey|Castle|1rfSHisyHdc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8b2b006788bc07450f6ed6aad2161b29.mp3
Halsey|Ghost|ao4o-XRU_KM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/29a24c4b52e78adbe712a952397f8d4a.mp3
Halsey|Hold Me Down|xKnG2d9tZdU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/59bfddf94f764fdd0bf3c95662a9e970.mp3
Halsey|Hurricane|FR9G7ioLLmc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a98c41353efbd1bb6acdcef7986fcb32.mp3
Hands Like Houses|New Romantics|SO0C5nIXDZ4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/990a86dbd32b9832a6377a9e4d68ca20.mp3
Hanni El Khatib|The Teeth|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c1f64ad7a55b3d1548b70b01803c4884.mp3
Hard Aches, The|Loser|vEpL0RHioaM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1cd03ba51f414d87a7e58e3fd250d663.mp3
Harpoons, The|Ready For Your Love|GdHRWFTH4bs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f8a7ca4fd0fc94e7b9b7c2f56adf7252.mp3
Harts|Aerial Love {triple j Like A Version}|pjj_NN5bWQU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6a13042ee0c37782c8e5a8f5869b98b4.mp3
Harts|All Rise (Play It Cool)|NmA4AvuQsg0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c60e34633f313f6a26c0327f90a63714.mp3
Harts|Breakthrough|zipMS8lwLmE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d9d8dfa77638413ac58cb0b5e10fbd2c.mp3
Harvey Sutherland|Bermuda|u47LZJIKPkU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b6e818367145d18b595345001a0c6c81.mp3
Hau|Light Bulbs {Ft. DJ Dexter}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/dee8595b0a9ba00f6b0f5655a2e0acb4.mp3
Hau|Skip Hop {Ft. LTC}|nLCvhgSRxAA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c111ac8c103f818545b9a521f7c187d7.mp3
Hau|Kill.I.Am|EgBxTKcHmwU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e14684e8d4cc811cff0af8dde33c043f.mp3
Hayden Calnin|White Night|czASKtdVxp8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b74bbc813c689030846cbb6f7f08ba6b.mp3
Hayden James|Something About You|Hyi8Z4s2miw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/99d0ee16e2a1b2c89498bf5f90bac66b.mp3
Hein Cooper|Rusty|RH7Rabyhw2w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7ad6cf91c8c7d1b52072bfd7629ad1c9.mp3
Hein Cooper|The Art Of Escape|srUZopQ7UXQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0d0670423820d8145e555415f06600da.mp3
Hellions|Hellions|fnwPbXIiTHg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b5b5ca803ffa827774c3e9d5408225be.mp3
Hellions|Nottingham|mouHTjca4bI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a7ee436327777ac27bd75134787f53a6.mp3
Her|Five Minutes|sqM3APrfijU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a9cec66851d6a30ab5678d6dbe710814.mp3
Here We Go Magic|Falling|MTUe0I-pvBE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/41146a949bbe38a07cd7b6243670f540.mp3
Hermitude|Searchlight {Ft. Yeo}|fG8-W8mj_iw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ecda8d71e404cf6760e2d52220c23c86.mp3
Hermitude|Ukiyo (OK Sure Remix)|qRuxHOQngQQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/496248a83548292f0fb36d6a4bc62d35.mp3
Hermitude|Bermuda Bay|ZQoZpwdLQHU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3efce80bb488b1b2d50731bf3aab548f.mp3
Hermitude|Metropolis|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/84bf5a71248562298cc10c53b295336c.mp3
Hermitude|Hazy Love {Ft. Chloe Kaul}|O-MSZHh3fCk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7eae1f531e5b76bb90868babcea7835d.mp3
Hermitude|The Buzz {Ft. Mataya/Young Tapz}|bQSi33FJZM4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/657d9f94ada42bcb50bc62202b5f1e14.mp3
Hermitude|Hijinx|zjQITVqwX-s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9b9c14dcefd9225059bbf23f4716bdd3.mp3
Hermitude|Through The Roof {Ft. Young Tapz}|nKTJU21Aa3M||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/03140d71be8c3adc2ecd7109b4bb604e.mp3
Hiatus Kaiyote|Dare {triple j Like A Version}|SsCVw47fAOY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/35df013b042055f00eaa9e606da0924f.mp3
Hiatus Kaiyote|Swamp Thing|A2-XVsfVDgU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/68f52828d410537d86cfcb77d50fa7e7.mp3
Hiatus Kaiyote|Shaolin Monk Motherfunk|ya7aDtEdTTo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a2af8f486b463a14ad0c9acbf07d8107.mp3
Hiatus Kaiyote|Breathing Underwater|9ZVMViSx6Ek||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/100ab3c38486be35b0f7c5fe7a592a93.mp3
High Highs|Cascades|W_n02mfCmIU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/13a5ced1d97841aeb3af061cf05f51eb.mp3
High Tension|Killed By Life|g9YB-Jve9lw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/04905011ebc08af262bedf8702cea789.mp3
High-tails|My Heart|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/021cd78d2e95df71fdb0284c046df5b3.mp3
High-tails|Information|K77oma67jO0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4ae73519dc676d56ddd17a855ec05e75.mp3
Highasakite|Keep That Letter Safe|Y0DsCh8TCHk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a5e7117553b2fd80221f73b9ff613386.mp3
Hippo Campus|Suicide Saturday|U6utlWyGP2s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c611c3232685c06886f380853e81a368.mp3
Hippo Campus|South|HY7oR_KNn78||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/85ad2151a3970057a5b95f415eaa0a25.mp3
Hockey Dad|Can't Have Them|ZqgcwLbgYTk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9f5de79c0cf527dfa5685fbff8986851.mp3
Holy Holy|Sentimental And Monday|IUB7tgzMufY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d38d94d54ed9c5d03a1ee61ca2e61291.mp3
Holy Holy|A Heroine|u0mYWwfRk_M||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/178f6c34712e1c6a16571d16fbd64c2a.mp3
Holy Holy|You Cannot Call For Love Like A Dog|jrVadO8BHRk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2442278cba8b71490b4d1a124ef141ec.mp3
Holy Soul, The|Precious|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2ec66f608c2a7879305fb64b846e4bc5.mp3
Honne|Loves The Jobs You Hate|2dSBarxs3F8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/46a92fbabbcae2c60cd9a4dde1eb37c0.mp3
Hooton Tennis Club|Kathleen Sat On The Arm Of Her Favourite Chair|HqZ8i53CmEI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8a196cee1029eb6e2a7c4f16ccffc687.mp3
Hopium|Right Now|_B_SRBirvf8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/03d382694e39b8cd76b6bbd48f01fcba.mp3
Horror My Friend|Mazes|OgO-0ONg3J4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/feaf66004c788f9fcaebc51f1fe49287.mp3
Horrorshow|Any Other Name {Ft. Jimblah/Thelma Plum/Urthboy}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/18fceec0b9c2fba1851919d15f7e0f4f.mp3
Hot Chip|Huarache Lights|9S0ONyRctyE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/25eb7abc1207e6c89fa946f90d1b8357.mp3
Houndmouth|Sedona|Y8wifV5RYr8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/08cc94e4b1575799c0cd69f91d0b7405.mp3
Howl|I'm Gone|ZQtBPG1hq2I||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/28bf81c2eb8787d8f1eb02c6debfd460.mp3
Howl At The Moon|Russian Thistle|Xs38sow-aZ0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/92f9377e2bf1e13b94fda3952a0ffc05.mp3
Hudson Mohawke|Warriors {Ft. Ruckazoid/Devaeux}|ZIyTFPjL_bc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ea6249b476a1c999b78a37586b0f888f.mp3
Hudson Mohawke|Ryderz|Ew2LHsr2J2Y||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2217dfd00fb2ec14147459d481891471.mp3
Hudson Mohawke|Scud Books|uWKHQ5ufV2c||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fdc795e89a92d1de9449fc3a0780b2d6.mp3
Hudson Mohawke|Very First Breath {Ft. Irfane}|ROELe7VCB3Q||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f00815b5801583ed77b001d4b9e80425.mp3
Hugo Frederick|Hexagonia|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fb3c109f6df291fd3209bb705efeabaf.mp3
Hugo Frederick|Skin|oltfIu02XXE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/df8f01aec9e4e2f0c6722732a15f5e98.mp3
Hugo Frederick|Remote|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ffbbd82e7783fcf7db6391aebe77c8b5.mp3
Husband|The Money|RQzC3OSokyo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/24e70134415e56065624b93b04913638.mp3
I Know Leopard|Close My Eyes|mZ17vt_L3Ro||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/cecc046f94e8914c9e5887f0451218e4.mp3
I Know Leopard|Another Life|Q-wptzIY5c0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/971fac014e3bd80ad3c936033ecf0a1b.mp3
I Know Leopard|Waterfalls {triple j Like A Version}|nLDvIN6mjBs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2887132b349c9db4bf9fbd361bca737c.mp3
I'lls|Keep|iQ6ngiljgjo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/213a56480b9f9b407f26b434797e08c6.mp3
I, Valiance|The Pillars Of Ruin|5Gnz6ZLc9Ew||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/55b6939c04858d01cda0fafa343dfd29.mp3
IV League|Lit Screen|FffUe4-_do0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2c5e9ecad6399db7dfdf167b232edff4.mp3
IV League|Varsity|1hbZU16y5CI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1d39874c062fd969ffc93536e0062d3f.mp3
Iglooghost|Gold Coat {Ft. Cuushe}|XgnNhza-JeI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/49fbe75f331f9876bd982969b28fda59.mp3
Illy|Swear Jar|4x_gPrt0bGo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ab9e8e312c13d948a118390c003c3710.mp3
Immigrant Union|In Time|-3s2skY-Nmo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b2cd0f4c5916c34cd7d0970c32b45e8d.mp3
In Hearts Wake|Erase|OeilJoXdEOI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b7081e7a67adb399f7372affd5e7fe70.mp3
In Hearts Wake|Badlands|nbEm3JG2IWo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c5a1b08e6b1590dc7bd1e29ac621169b.mp3
In Hearts Wake|Breakaway|x4Lo10wDZEU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3dad16eb5fa6a32d6a07a48b2dd549f3.mp3
In Hearts Wake|Insomnia|yPrHH0w99As||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/946323bd98e7863367e5ae7e20467e41.mp3
In Hearts Wake|Skydancer|HiKJkRogHBY&list=PL8mKob-3u2L9OUVr80vIU3qG_6J9J0wP4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bd2a168d27bb4fcfedab5528ce06553a.mp3
In Hearts Wake|Vice Grip {triple j Like A Version}|34ZDkqyEnck||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/659df98f228fbb981331cb01c436a018.mp3
In Hearts Wake|Wildfire|cA0uuTe6kwI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b0ab769407d429922b10edc9cd4dda83.mp3
Infinity Broke|Famine Of Words|SI2GHJFbYg0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/44308a865f1cb46837d997b40b8901e9.mp3
Infinity Broke|Only The Desert Grows|6A2miZ9ZYro||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ea5ac2abd76b23f0938d874a2dc73399.mp3
Internet, The|Girl {Ft. Kaytranada}|zmY8mG4_3j4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c37c7dc5c551874b8cc12f0f681efd3a.mp3
Internet, The|Go With It {Ft. Vic Mensa}|xw2d9mo7jYE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e2f621c9568d52fd600cbfe1ebaa13b1.mp3
Internet, The|Something's Missing|OxJMNHXCFmA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4f452a0810f4ae415851aed4e73a97bb.mp3
Internet, The|Special Affair|ESxDzsv3CkI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/516b132bfd38a0528d857cf12171b0b8.mp3
Internet, The|Get Away|z32HJ7PHnKY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a7d63adc3c4c25a3154bfb117a127ace.mp3
Internet, The|Under Control|cSlnd4YnmGI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5d7a890bea78f52de6e837c0ddbb3471.mp3
Internet, The|Gabby {Ft. Janelle Monae}|9Liq2H5jeAE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1af43740d65c79be19621ef8791ea53b.mp3
Islandis|Home|CLtwSq7fJiE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6f683cc5fd693f6e1c4cf3969d519c6a.mp3
Ivan Ooze|Fire|M2zdtDj2AAE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/326ba1d06ba0784ed7d8c5fc09800a24.mp3
J Motor|Jungle Daze|fkt0V3ntTno||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1daa46c93076511eae4796e23f18b98b.mp3
JME|Man Don't Care {Ft. Giggs}|rivFCwwvoh8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e0b188e2f0e9cd4ec01a881711dfb3b2.mp3
JOY.|Weather|_J_jgAZfhEw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ad6a0462f9da275917a6185eea8ba63c.mp3
JOY.|About Us|7fgCHboFrJM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/73674305fabb792ce8a9f7e4474f2945.mp3
JP Klipspringer|I Blame Carl Weathers|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/98e1615e452bc5bdb02f63be0faca2c8.mp3
Jaakko Eino Kalevi|Deeper Shadows|AoTDrwdPZjk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/18c0df3e89674f21a61c43bf6e75d1d1.mp3
Jaala|Salt Shaker|2ZXe6v5YwA0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2d21062ac3b859742f9e9383b0ffa5ed.mp3
Jaala|Hard Hold|DX3qPpWHhEU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7bf1e3135632295f6857589bb160dc48.mp3
Jack Colwell|Don't Cry Those Tears|t49nCsnn_cs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/30fbd93be10a64d99f4be4578dd43d1f.mp3
Jack Garratt|Weathered|H6bjwDFk8mo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/47ca0c4c0d5868c98df5ddc2d9e4b20a.mp3
Jack Garratt|Breathe Life|ZqtvrsNLFMs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e1852be616bd15a7766a4535cd7c5656.mp3
Jack Garratt|Chemical|hvHqbpQagjY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d76bafe7fcb35d94cd4ee495b0bab008.mp3
Jack Ladder & The Dreamlanders|To Keep And Be Kept|KIsYk3-sP0A||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/54b4ae92c406338e4c458f22cecff953.mp3
Jack R Reilly|Submerged|qOUqo3oAw4E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/edd90960891a8a4b36a892ceee8bdd29.mp3
Jack U|To U {Ft. AlunaGeorge}|9NwZdxiLvGo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1bca86e4fda293a740a3b9c773df5f17.mp3
Jackie Onassis|Crew|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6e4a37b7753c980f93d29488c03c33dd.mp3
Jackie Onassis|Breathe|WgJP7Qf-50I||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ca76735c3320ef10c05950b540cbddfa.mp3
Jackie Onassis|MIA {Ft. Vydamo}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/cc9cfd858c6d9da980fdd276c04f2591.mp3
Jackie Onassis|Stay In {Ft. Spit Syndicate}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/238850ccfd313915bc61ee58f1c0e80f.mp3
Jai Wolf|Trophy Wife|wZ8pdpzulpA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4ca6efd42766f05c3f064f1a525cc023.mp3
Jai Wolf|Indian Summer|wVrCZOiDlDo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0021ff15afba3fb654295d9dfb06fcc0.mp3
Jakarta Criers|Medicine|3vN91FPU9G0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/544a3cc07023c5f9bb0aac4b6332a95e.mp3
James Chatburn|Holiday Love {Ft. Jordan Rakei}|ydDG15P25Sk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fa7b625392bfe3e3edb50a6597764cc8.mp3
James Crooks|Naturally {Ft. Paige IV}|gyZj5SA43pU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/51794aae03fedf08eb1424e45bf11d3d.mp3
James Vincent McMorrow|How To Waste A Moment|5Q8zQv8LCqU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3891e681101e1669991af2e1d0ae577d.mp3
Jamie Woon|Sharpness|8J0CjQjjy24||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1a08762aa325283da2c6960954ce6b97.mp3
Jamie xx|Obvs|CEyv_Ae8Mdo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2d884a1ee948228f5d5d822acdbd3b34.mp3
Jamie xx|Gosh|WjNssEVlB6M||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/85b318d6df3c5e0423796e001a91e441.mp3
Jamie xx|I Know There's Gonna Be (Good Times) {Ft. Young Thug/Popcaan}|IkUKFdacHvo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bebd4ce1e1f8e0c6388f2fc805eed8e6.mp3
Jamie xx|Loud Places {Ft. Romy}|TP9luRtEqjc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/998caa354e34deb412e0f20bfa47979f.mp3
Jamie xx|SeeSaw {Ft. Romy}|nS9lM5eYqyY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c8563079ab6d2ccc30b1ee75f96cebe6.mp3
Jamie xx|Stranger In A Room {Ft. Oliver Sim}|nioveoUcrl8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/de5d7c1e42bf19277ec0e4900626e76f.mp3
Japanese House, The|Still|9LPNesOJ9KQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/37e617e7e387d040691c403fce9169cd.mp3
Japanese House, The|Cool Blue|jeupYam8JT8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e652411c5e267f41e05242cc7cb02c24.mp3
Japanese Wallpaper|Forces {Ft. Airling}|dtGALrvqJWY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/386d016c747fa5b87719bf94548545e8.mp3
Jarryd James|Say It Ain't So {triple j Like A Version}|q1Y_DZSGGMI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bab7549857e31c41225a417d350d4260.mp3
Jarryd James|This Time (Serious Symptoms, Simple Solutions)|EVgyiuFYKXc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/40ec0c09efaa0f4b915d9559638938ad.mp3
Jarryd James|Giving It Up|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a527add74cf61768e219c77d7e906c13.mp3
Jarryd James|Do You Remember|QQ7XJG0Z2ho||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/28d26352b39e4d50eeba6152b8ccb520.mp3
Jarryd James|Give Me Something|f43T6OuM3hI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3871204e4d07813c7b5ae3a045a37e84.mp3
Jarryd James|Regardless {Ft. Julia Stone}|NaMufZNa2lQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4741ba72b6e44e9c63db7d3e66256503.mp3
Jarryd James|Underneath|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b35e60839bbb3ba98e49ec77cdfab6e9.mp3
Jarryd James|Sure Love|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d5e9cfced1b91fb7df757399f2591c86.mp3
Jarryd James|Sell It To Me|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/00d62dd5ab16437715fb6129f8202c9d.mp3
Jay Rock|Money Trees Deuce {Ft. Lance Skiiiwalker}|fk10RoZV4fw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f63366b8ab1204680f691b827b0f9544.mp3
Jay Rock|Gumbo|Pd-KtnfzvgA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2468e4fc5350d9fefb5bf2d76d6ebe7e.mp3
Jaysways|Snapped Wires \ Rest Assured|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/80a0de1ae60240b85e00a26dbdf67c21.mp3
Jebediah|Go {triple j Like A Version}|l5KhTrVNJhw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/84a9c4912f42cbacc07fedb7dad38b57.mp3
Jen Cloher|Needle In The Hay|__23nZrND2Q||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d39b07f4b6730281e91f4d0062c213cf.mp3
Jenny Broke The Window|Black Skeleton|tE8-Atz6Cno||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0d8bbf70f285ca97d1aaa035cc2c4f23.mp3
Jenny Broke The Window|Skinny Dip|L6pZu6GuXeY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/79ae4161b443bf7e06e10b050441630d.mp3
Jeremy Neale|Hold On Together {Ft. Phoebe Imhoff}|2V4cZpXvXE4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/35bc91680889f47cf2734ad9c108b5cb.mp3
Jeremy Neale|The Love Calling {Ft. Harriette Pilbeam}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3234f2d064aa576f07436db873636a81.mp3
Jess Kent|Get Down|eNQqEtibfoc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0f033e211254b39676805a6e4f406495.mp3
Jess Ribeiro|Kill It Yourself|oeuaC8H_KTg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1c9f165d1c6838032ba6b9d489d63289.mp3
Jess Ribeiro|Hurry Back To Love|57QKaRSR7BA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a24c2963326b937ab6c9d823bcb8f2aa.mp3
Jesse Davidson|Lagoon|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3e29590daf869b14593550433d804740.mp3
Jesse Davidson|Laika|lyQ7OGOTw5A||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0ea6dee4a1b727c4ccbcfab8a25a2984.mp3
Jesse Davidson|Sober {triple j Like A Version}|q2KPbw_7YpY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5afd5ed7f80b4157a26000dced6d3ef8.mp3
Jessica Pratt|Game That I Play|ZgQvJC4zDeY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c68b2807306de604ca1fc80b77658c9f.mp3
Jezabels, The|Come Alive|zoLWLsO-ApQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d14820802345c98f38be31be851ebef7.mp3
Jia Lih|Chance In Love {Ft. B Cannon}|cKoqtkvKu1Q||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0752665e0d7d65f24d36f92c48599adc.mp3
Jillionaire & Swick|Ants Nest {Ft. T.O.K.}|EAa8G0mOeXI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/841889d3cd244032f7245ea52702ce2a.mp3
Jimblah|Treaty 2015 {Ft. Nooky/Ellie Lovegrove/Zachariiah Fielding}|hbV1HVPydzk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5086057c57b30c54ad4cdb888730cd95.mp3
Jinja Safari|Accident|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bee85fc61ccf3a8a4f42cd93296a9863.mp3
Jinja Safari|Kilimanjaro|cMkhzGXREPU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a566a6a3313dfef3c4c97a1589709448.mp3
Jinja Safari|Find My Way|ooBg9rWJfDY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/407a34fd89d2c2cd13efc7db537974ec.mp3
Joanna Gruesome|Honestly Do Yr Worst|hQ2VwFwDrmg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c824caec950972ed6967ad2e613e216c.mp3
Joanna Newsom|Sapokanikan|ky9Ro9pP2gc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6cb08c8e2a75f84ddefa76128f3da738.mp3
Joanna Newsom|Leaving The City|keke7BGzJPI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ebfa5c45eee8dbd08c72eb4c13e1ff2d.mp3
Joey Bada$$|Teach Me {Ft. Kiesza}|xCtXD9R0nLc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3a5dc854cc8bace55dbd9f7718db4c53.mp3
