artist|song|youtube_key|spotify_key|jjj_preview
Chvrches|High Enough To Carry You Over|hfasRoe8QZY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c518af37c9b164910b1771a347eacb25.mp3
Chvrches|Empty Threat|KNHxwSp-6Og||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f669ef9d2696d4589d6ed891c8f6b1d8.mp3
Chvrches|Clearest Blue|QpFXXPruuqU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ca574d5ede411f8992b444644e02f19b.mp3
Ciecmate|That's Fate|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ff047fb5c5396277b92bde522266a967.mp3
Ciggie Witch|Look Of Pain|UcdkS4XnxDE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bddb147d9a78f1032af261185eaff380.mp3
Circa Waves|T-Shirt Weather|S9z_cyIgE9s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/95e47963a57f7073084d99060c0c69be.mp3
Citizen Kay|Wax On Wax Off|dQlU0bJjQdU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/574e2de03f3cf04d7d3bf8068ca85f18.mp3
Citizen Kay|Life Gives You Lemons|kufiqwix0tc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7417603e4e3c1e6fb9bf94567c77d3f3.mp3
City And Colour|Wasted Love|_3hKSSL-CRo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a931832f0a8c770714a166f712557ae1.mp3
City Calm Down|Nowhere To Start|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/da52f2d5b5fdc0c0b3516357793a5fcc.mp3
City Calm Down|Wandering|ZCl3JGa7lrU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/62bc476d929c40b622780b947daa0767.mp3
City Calm Down|Son|h_vimerqyJo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b8b750efb6ee3a66cc0433ab3bc80987.mp3
City Calm Down|Rabbit Run|sW6OiFjOnbk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/391b03805672ee33c92810d7deea9a4a.mp3
City Calm Down|Falling|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6ca19e143cf668f020625bdd10527553.mp3
City Calm Down|Border On Control|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b1eae8f4e0ac70694b3080f14181fc76.mp3
City Calm Down|Your Fix|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7dc6da0b95275259a4d292b734a437e3.mp3
City Calm Down|In A Restless House|TqIp4NIm0IU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d2e529dacb825061a68ae401ca182645.mp3
Claptone|The Only Thing|AZMEDKDxo10||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/970e5812b6aef5dd7f48ce9020fe2c38.mp3
Claptone|In The Beginning {Ft. Nathan Nicholson}|fduCB2_B9QU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3a1b1d9c16fe5e20a5bd718eb0b8ec41.mp3
Claptone|Anything {Ft. Jaw}|KwfZM-D1HTQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4ad6f3f7fb6084b32733b3ff88431a86.mp3
Claptone|Dear Life {Ft. Jaw}|2nnSBhhjP8c||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c09bc66ef05b91802e85e92ba9cb0551.mp3
Claptone|Heartbeat {Ft. Nathan Nicholson}|agFbkzzfbYs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1593a0e3e6f4946b998450c14710b85e.mp3
Claptone|Leave Your Light On {Ft. Young Galaxy}|IPpZOrQJ1nQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/81c87b8c6991105d87ed4599b7a6dc70.mp3
Claptone|Puppet Theatre {Ft. Peter Bjorn & John}|QR4Hjx7-QKw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/91ab8425a5472952978afe7f13757b53.mp3
Claws & Organs|Alphabetti Spaghetti|X6nv3l3JItQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6b60dad2ba2ec6fa8c76f75619572b9f.mp3
Cleopold|Scarlet|f3hgkSW0Pi0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8cbee5072be3af32af1436f9706099a8.mp3
Cleopold|Down In Flames|wCZd3C4w0pk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7eb94d06026449c49abaf593c6c937b9.mp3
Closet Straights|Eight Days|J-TES_Cqhyo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c53123e218b8dde3e81926f4db5f91b5.mp3
Clowns|These Veins|Ll2ZOswAzds||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/173c491afc9289ec41ce127c05b4fecc.mp3
Clowns|Euthanise Me|0TvFq9Rtdec||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/eabd88900f3daa0e593517dffd8a56bd.mp3
Clowns|Never Enough|4_RVzUHv1RA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8b9a26ff6c83f1301f5e101007d386a9.mp3
Clowns|Alone With You {triple j Like A Version}|pE2_58V63u4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/42b18b2236af71fbeb01636da3f5e22a.mp3
Club Cheval|Discipline|Jm31t1xjrKg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8cafa7ff8944e7dbd120a53477eecc32.mp3
Club Cheval|From The Basement To The Roof|JvyYVVEw6Iw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f9a99214c99355028c4ea2969cc3e114.mp3
Clubfeet|We Are Affected|GazWK5KcoVs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/471f58623d6a787154609099bf0d7c34.mp3
Coach Bombay|Sunshine|ETaMyIt2L-8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/318fa314d6555ee75db05bc6fbf77bcd.mp3
Coda Conduct|Paint It Gold|2OrwcSCYP7w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/32a52949ab6f65a869b8e458ca64f907.mp3
Coda Conduct|Pool Room|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/358da45239c08fd59c87e19583b3b5ed.mp3
Coda Conduct|Knowledge Is King {Ft. Ins}|US3uHVtzShM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8ef4198ca5e426d71bb475a6ab1ed12c.mp3
Coin Banks|Highs And Lows|bwokXJlWWTo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5d1f329560e4b7e61e393031f6235eac.mp3
Coin Banks|Cursive|mouSHSKIu18||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/cf1ad6b44c76517209f4c191d99c9054.mp3
Cold War Kids|One Song At A Time|zRczugCsVBA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1441084e598c433bd02093204417b929.mp3
Collarbones|Turning (Flume Remix)|tjdvjcz9ssE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/57757d2acaedf40ccd2985142ebe4dd6.mp3
Collarbones|Emoticon|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1e50da61a591d4ed0af16b7a9be750dd.mp3
Columbus|Downsides Of Being Honest {Ft. John F. of Trophy Eyes}|SYzwzGIe_pE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4b6e197b63c4ee110afbd95b6bdb11b3.mp3
Columbus|Hospital|OmshqetHE0Q||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b69438c6d93a73fdf09078c9c32483ab.mp3
Comodo|2am|uKVrKImlFQs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/43ad4a3b1a434d867daa012c30cd665f.mp3
Conics|Burning Up|1PKAY7tsvV4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3ca542d05303fd31cdcd883ee8e4c198.mp3
Corin|CDA|VpeMOYS_6vo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a9242d0689e6434be9cfc5741a3cdc33.mp3
Cosmo Shelldrake|Rich {Ft. Anndreyah Vargas}|25ngvtk1k7w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0e31493ec80b6f34302a7ccdb43b048e.mp3
Cosmo's Midnight|Walk With Me {Ft. KUCKA}|3GD7pmMt484||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/89eb0d33a49c394d12c42c4b804c8ca2.mp3
Courtney Barnett|An Illustration Of Loneliness (Sleepless In New York)|VeYEQjL03s0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/be317b16e9db79e40533b7dda336732f.mp3
Courtney Barnett|Nobody Really Cares If You Don't Go To The Party|2ZOGlFdReMM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9b8bb74655261da2bcde5e7c40c21e17.mp3
Courtney Barnett|Aqua Profunda!|Hn79PwJG3ZA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a81b29ad5cfb94ce437a8d546f73c9bb.mp3
Courtney Barnett|Boxing Day Blues (Revisited)|1Bvs-lM4F7E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3d2e17ac17cbc40e535f558d612dcc8f.mp3
Courtney Barnett|Dead Fox|Njb3JTZ1ibY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8548cc2c068da2ac961d6dc7da87dace.mp3
Courtney Barnett|Debbie Downer|PRRxKbCHLFM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f030f5eafa1a163f2ea8749b95fc4a92.mp3
Courtney Barnett|Depreston|1NVOawOXxSA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d0987b9964e8683ef22fa021061387a3.mp3
Courtney Barnett|Elevator Operator|ApG_MtN5M9g||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8b9bd70ac47cbfaf367514c874cbe743.mp3
Courtney Barnett|Pedestrian At Best|o-nr1nNC3ds||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/dffb4cb0c4d1ad31971bc069f06c91a9.mp3
Cousin Tony's Brand New Firebird|Soothsayer|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/36ebc5c827382c240b83f091a4334547.mp3
Cousin Tony's Brand New Firebird|Queen Of Hearts|dZ0_lc0QuGg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/37bee606ea4522385b77da8bc46fa807.mp3
Covers|Hours|oazOz3KAHYQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/690189348d1e475a2063fa8cce8f0eee.mp3
Cradle of Filth|Right Wing of The Garden Triptych|t2Y4uZ0rnRk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5c40f449a69ff5902736c476c3e23c93.mp3
Crayon Fields, The|She's My Hero|mVV6oZUvdYY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7e2b3d4b424535a3bb71b99339ad819e.mp3
Creases, The|Point|Hq6YsdVoi0w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0aceec1824d53af3a3465f34f500519a.mp3
Crepes|Cold Summers|nscPgHs98AA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d7bc1ace6bb53c1c6aeb4dc4551b2cb9.mp3
Crepes|Size Of Your Town|QHYV3lGSHRw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/237f548792ccfa16a6b67aff02b8bdb2.mp3
Crepes|Stages Of Fear|4cQRgCoYC6g||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a07b90039ca7601dfd4b44b9389a3a0e.mp3
Cribs, The|Burning For No One|A-SANFfXDvQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c58bfaefbb5d04c7712bb6c4abf7814b.mp3
Crooked Colours|Another Way|Ar4R3lcpMy0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2d61e092d259ca808fe1de6deac26d90.mp3
Crooked Colours|Step|CG7LVB1JcOU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c6865b8e7383bd9a9c0e6f9b42bbcc0a.mp3
Crystal Castles|Frail|9p6Z-9AwRrU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f5bd05d154e7e2b4b3b45098c93f426c.mp3
Crystal Castles|Deicide|Y5jnMclUHjc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/33bd6f9cf1dd68e5337490a4c2700142.mp3
Cub Sport|Only Friend|zSUNXCKCTX4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/af2194dad91fa23a4cc0904b773eaa9d.mp3
Cull|Truth Bomb|mzjP59ZXt4E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bc9efebe67825e61ced1121a823ecf2a.mp3
Cull|The Safest Address|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/840b57641ca5cf6a4c2fd1704c19c192.mp3
Curse Ov Dialect|Twisted Strangers {Ft. Hemlock Ernst}|N8A2fGGqKRc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e65ad52f3a184e61afdee95b4c6a8ea4.mp3
Curtis Harding|The Drive|6s7oQ47RrmE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4ab6b02dd8b3bb0e55ad85f22b0689c0.mp3
Custard|We Are The Parents (Our Parents Warned Us About)|ly-TJ1slcAg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a7e9b06b34114da1abb82065e6ab5107.mp3
Cut Snake|Echo|_cVxRq_kR5A||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/05017a989631ceaaab2e76d1e36de8b2.mp3
Cut Snake|Jungle Shrimp|rKI1OfU13kA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4158633031041d4394fe11fd9d5ebca1.mp3
Cy Gorman|Busy Bee|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/72edf97e3478f0ac33ea17707ac1644a.mp3
Cy Gorman|Carmen San Diego|bh2Z-49_gG8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f65a446d0ad7d0d46ebf7807c13e0228.mp3
Cy Gorman|Cool Change {Ft. Will Poskitt}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/dc1f3522e0225fc0bf33fdc9adc4c321.mp3
Cyril Hahn|Last {Ft. Joel Ford}|yKx32qMFxdA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ac0b34619c128fe677efffd17bef19af.mp3
Cyril Hahn|Same {Ft. Yumi Zouma}|Un9t6hW5w_E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b2e3e4cfb9735460049c8472dd08833d.mp3
D'Angelo And The Vanguard|Sugah Daddy|vo3RAH0zLlU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7bdbd3548149ef65017cfac0d9c764fc.mp3
D'Angelo And The Vanguard|Till It's Done (Tutu)|P4MQRMK6YO4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/985df50a500731febbd39482051c5a81.mp3
D'Angelo And The Vanguard|Ain't That Easy|lZoxdPGu_4E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/51f885e3e85607af2413d3b699042f75.mp3
D'Angelo And The Vanguard|The Charade|T3CunfPYkME||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/714798d2a0031aba94e68268bb6f50c9.mp3
DENNI|Wolves {Ft. Kuren}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9f9fd092b7666367c816c50b40d32dce.mp3
DENNI|Blink {Ft. Aphir}|sAPaPCNX8K8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/58fbba45fffca1aad3dfc7c3bb94e43a.mp3
DEX|Crazy {Ft. Sam Edwards} (Prod.Cam Bluff)|jLG2UUPJ_PM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d664a40592a8633a73bbd4b376304b3d.mp3
DIET.|Your House|tzeVQXb7EwM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/36379f5baa54f08a5a722c3beabea5df.mp3
DIIV|Dopamine|H_9uS39YHyQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/afad6692f6ced25ffe64d9b7f731005d.mp3
DJ Dodger Stadium|In The Flames|S7WWTEfk66o||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/df1ed3c9f04be1cf430d8287c09c126e.mp3
DJ Snake|Middle {Ft. Bipolar Sunshine}|mOKqNxN4jWM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/33414db2eaff4eb14928d0506cc01c47.mp3
DMA's|Lay Down|l5bHGMDAgOo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c664a2e71927ee9ddd42543b7498ab55.mp3
DNKL|Otherside|QCRZjBAaThA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ee8208df5cb674a68f84ae713cd14e46.mp3
DOOMSTARKS|Lively Hood|rxwGxq11wDk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/119d92fd609426b7c5cea0a3e85a9ec6.mp3
DRINKS|Hermits On Holiday|oDF1JNNc_1k||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6e5211280981d58bbffb339b449c661a.mp3
DZ Deathrays|Addicted To Bass {triple j Like A Version}|BM93HuumGhs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/701badd850f1e70f194510b2a9839d5b.mp3
Dan Deacon|Feel The Lightning|kK-1axSGkXc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7a2c5f703bdbde519f266ed66a6c7df6.mp3
Dan Deacon|When I Was Done Dying|TuJqUvBj4rE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f6acdbe2fb2d31233da88a4eb80d3fc2.mp3
Dan Kelly|Never Stop The Rot|VNBW17sjhPE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e7017cca7a827ada928310682f1e87dd.mp3
Daniel Johns|Dissolve|ogWFP4kz-TU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1af5a0e992a3c451f8cdfca39b147f42.mp3
Daniel Johns|We Are Golden|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a7b6c6b642318a5f8c2585b6d82e3f77.mp3
Daniel Johns|Cool On Fire|QhDbvV97IBA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7c89090c154579e4f3ec5982dcbd371d.mp3
Daniel Johns|Sleepwalker|5nD1UxmKFNc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/45992208fe63dab78389a75acdff8559.mp3
Daniel Johns|Preach|Nc0qpFx05oI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/71cde24c196a670fbf17b55900f9c59d.mp3
Daniel Johns|Chained|VFGSHYLE7vU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c36f1d8df71159a6d3e33ef02af7e893.mp3
Daniel Johns|New York|-VcNf6-ccP0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/70628c04a4ab4ee85fe5189f21ab8f72.mp3
Daniel Johns|Aerial Love|1lZfqFpjFM8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8d0fb7236bcf0ac9f8084ba920904da7.mp3
Daniel Johns|Imagination|MKQ7DkzwqsY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3b103cdbc45ddd0e667d2acbb80aa62c.mp3
Daniel Johns|Going On 16|trraz2SRmYQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/48ef5c1f012de943696b856b00d8e317.mp3
Danny L Harle|Broken Flowers|yiJZNWq7nMQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9f3c1fff2959f8220e280fe02019da92.mp3
Daphni|Vikram|8bcPg5EVFQ8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/813a68f566078191168ef6cc3f57d5e5.mp3
Darcy Baylis|Envelopes|shmjyOtKxdU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1d4fdabee24dec55747da50d9be9330c.mp3
Dark Fair|Listen Up|816qahbG9bA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2e84e2aebc905c7774153cc7882bbf2d.mp3
Darlia|I've Never Been To Ohio|gcthHumFFRo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3face9df17e9088742dfc117ba47dee8.mp3
Darling James|Ultimatum Talk|DKqqTdAqYNI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8c783ffcab556da09b3ff09d9f219e40.mp3
Darren Hanlon|Trust Your Feelings (When You Wake)|byWUNAfNTq0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1a979b06d8c91a79c04ed97f4db37050.mp3
Darts|Westward Bound|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7d0f640556e0d5611a4c6dc0fabce55a.mp3
Darts|Dead|sDi8e7NWgAM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c4bd2881624f51a3c4c69896c0d041bf.mp3
Darwin Deez|Kill Your Attitude|gM9EDgeS75E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3b41d9168f8ad86376c13193df480fba.mp3
Daughter|Numbers|z-fD3PIRSO8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/69f9369f0863ca3021f90c7ea36c0bb7.mp3
Daughter|Doing The Right Thing|bU5F-DvGLkA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/04155e9b826c5af74aaf118d4212666e.mp3
David Zowie|House Every Weekend|lfEVLXu3NXs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/18716fe5ae927b33f1593e2f72246ca7.mp3
Day Ravies|Fake Beach|CQDlJYvA6xw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/dd2347e07d9cb6a97117d37cf027dd47.mp3
Day Wave|Come Home Now|QUVGWkRJ3Pc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a53b866cd55508729773dbbd5233bce6.mp3
De La Soul|God It {Ft. Nas}|_OmgGkB7G2Q||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7a653e0852f9c85a939ff28c802c84f5.mp3
Dead Letter Circus|Change The Concept|ebHPgOkVKSU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2b82faa12c339194d08585a769be1a56.mp3
Dead Letter Circus|Y A N A|hG4GeNd5EXM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/752850d3c49afea4a59eb62d4531d5c9.mp3
Dead Letter Circus|X|9fTErvbhUl0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a064d46793ca4eceea31b1fe7764c1fe.mp3
Dead Letter Circus|While You Wait|MUps0FL4s3o||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6e0a62a90254a617b68e0e8e871a212c.mp3
Dead Letter Circus|Silence|kVbnDbFfylE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ef5806496aff629fb28591e734b5cebf.mp3
Dead Letter Circus|Show Me|FKMFONgcsIg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/65a10bd4b594d5f9ba4a1601e8ca7f07.mp3
Dead Letter Circus|In Plain Sight|c70lIfBKWV0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/93e3e5b25ec8444113142e4b1b80586f.mp3
Dead Weather, The|I Feel Love (Every Million Miles)|98oMvKF-78Y||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6b94d40c432a7000a02c78c79670393d.mp3
Dead Weather, The|Let Me Through|5B7iYYeNGOo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3096de6bd805fca0690e90eaf147aafa.mp3
Deafcult|Akira|NkVLfHkiuNo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3288509bf773c292cc5a9fc9b34ceb27.mp3
Deafheaven|Brought To The Water|PLoGU6l88QA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f6d2bee1ed702f5f85ff4c599f0ad137.mp3
Deafheaven|Gifts For The Earth|Pyy3Le2H-ZQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7f3dddef7a26318e7abc00c45617822e.mp3
Deap Vally|Royal Jelly|2kPP6K8SXq0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b00d3560e4ee1d5624d06e5e76725356.mp3
Death Cab For Cutie|The Ghosts Of Beverly Drive|srvcc8izHSU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bf39d31da34a4bb9fe4150c1c9dd99a9.mp3
Death Cab For Cutie|Black Sun|eTbVIfqeDq0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/77256549ae8f0816f8d1c4f1ad2fa1c7.mp3
Death Cab For Cutie|Little Wanderer|io9ivuo4r6Q||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/644a296cb5dfafd8d13446d4dcc834c3.mp3
Decemberists, The|The Wrong Year|98XFrVREkm8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6b61323fb0adb63df92f643947f4dade.mp3
Decemberists, The|Cavalry Captain|HgZVE_UaCsU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0805eea8882c9f42df70c69755a6fea2.mp3
Decemberists, The|A Beginning Song|Cm6xtkX_Dvs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c67f570c451d0c23d411903e28da9aed.mp3
Decemberists, The|Till The Water's All Long Gone|x2ZS92TVWPA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4aaf2419b4779ad548a55710d38d6844.mp3
Deerhunter|All The Same|vady1KcPr6Y||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e40c9bfd098c0ec0002a9f4856827146.mp3
Deerhunter|Snakeskin|CG6jk5Q90DA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e7df353d453eb03e9ea9aa8695462e88.mp3
Deerhunter|Breaker|UCVWrqxyt3Y||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/73308e24fe5a2c14dc90739baad9bac5.mp3
Deez Nuts|What I Gotta Do|4SfZuYg34SU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8faca677315bebf20d7a01c0de4ca52f.mp3
Deez Nuts|Face This On My Own|m6tgLrp3Cwg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/77313edfe98c2dd414d0bc26952a6435.mp3
Denai Moore|Blame|qBPQ5UUeVgQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9c0049dd8b28aa006c64ad31afca35c7.mp3
Denney|Low Frequency|lviGHPX1FFU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bf49fe0dfaba7e5094811fc4b5aebcaf.mp3
Denpasar|Radar (Shine Your Way) {Ft. My Own Pet Radio}|fFLoqj5owFM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/adf448fb62e88fd2c5bca523370e93fa.mp3
Desaparecidos|City On The Hill|ruJPXy_D3UE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bb73ff8cb8a3431ad74392210aa3990f.mp3
Desaparecidos|The Left Is Right|QxNeL2Z4F-U||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b50bb59ae85bf199864146b400aef039.mp3
Desecrator|Red Steel Nation|nLrC-41LpkY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c3797567a92d2fe00003f7943f356a68.mp3
Destrends|My Friend|NZYI7wrJ3QQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/48f46efb73e575828465ec81c6916039.mp3
Destroy All Noise|Monkey|f_sQDntTmF4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7765fabd193aba160ab257faa48f27c8.mp3
Destroyer|Dream Lover|uB-KT2f71lg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fd519a35e333b5adb5d1888e45187b5e.mp3
